@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,article-number,pii
true,https://api.elsevier.com/content/abstract/scopus_id/85076638965,SCOPUS_ID:85076638965,2-s2.0-85076638965,Immunomodulatory drugs alleviate l-dopa-induced dyskinesia in a rat model of Parkinson's disease,Boi L.,Movement Disorders,08853185,15318257,34,12,1818-1830,2019-12-01,1 December 2019,10.1002/mds.27799,"Background: Thalidomide and closely related analogues are used clinically for their immunomodulatory and antiangiogenic properties mediated by the inhibition of the proinflammatory cytokine tumor necrosis factor α. Neuroinflammation and angiogenesis contribute to classical neuronal mechanisms underpinning the pathophysiology of l-dopa-induced dyskinesia, a motor complication associated with l-dopa therapy in Parkinson's disease. The efficacy of thalidomide and the more potent derivative 3,6′-dithiothalidomide on dyskinesia was tested in the 6-hydroxydopamine Parkinson's disease model. Methods: Three weeks after 6-hydroxydopamine infusion, rats received 10 days of treatment with l-dopa plus benserazide (6 mg/kg each) and thalidomide (70 mg/kg) or 3,6′-dithiothalidomide (56 mg/kg), and dyskinesia and contralateral turning were recorded daily. Rats were euthanized 1 hour after the last l-dopa injection, and levels of tumor necrosis factor-α, interleukin-10, OX-42, vimentin, and vascular endothelial growth factor immunoreactivity were measured in their striatum and substantia nigra reticulata to evaluate neuroinflammation and angiogenesis. Striatal levels of GLUR1 were measured as a l-dopa-induced postsynaptic change that is under tumor necrosis factor-α control. Results: Thalidomide and 3,6′-dithiothalidomide significantly attenuated the severity of l-dopa-induced dyskinesia while not affecting contralateral turning. Moreover, both compounds inhibited the l-dopa-induced microgliosis and excessive tumor necrosis factor-α in the striatum and substantia nigra reticulata, while restoring physiological levels of the anti-inflammatory cytokine interleukin-10. l-Dopa-induced angiogenesis was inhibited in both basal ganglia nuclei, and l-dopa-induced GLUR1 overexpression in the dorsolateral striatum was restored to normal levels. Conclusions: These data suggest that decreasing tumor necrosis factor-α levels may be useful to reduce the appearance of dyskinesia, and thalidomide, and more potent derivatives may provide an effective therapeutic approach to dyskinesia. © 2019 International Parkinson and Movement Disorder Society.",43,31335998,Journal,ar,Article,100,10,10,"3,6′-dithiothalidomide | dyskinesia | immunomodulation | l-dopa | thalidomide",17407,NIH,ZIAAG000994,National Institutes of Health,0,FALSE,all,All Open Access,11,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85076469972,SCOPUS_ID:85076469972,2-s2.0-85076469972,Finnish Parkinson’s disease study integrating protein-protein interaction network data with exome sequencing analysis,Siitonen A.,Scientific Reports,NA,20452322,9,1,NA,2019-12-01,1 December 2019,10.1038/s41598-019-55479-y,"Variants associated with Parkinson’s disease (PD) have generally a small effect size and, therefore, large sample sizes or targeted analyses are required to detect significant associations in a whole exome sequencing (WES) study. Here, we used protein-protein interaction (PPI) information on 36 genes with established or suggested associations with PD to target the analysis of the WES data. We performed an association analysis on WES data from 439 Finnish PD subjects and 855 controls, and included a Finnish population cohort as the replication dataset with 60 PD subjects and 8214 controls. Single variant association (SVA) test in the discovery dataset yielded 11 candidate variants in seven genes, but the associations were not significant in the replication cohort after correction for multiple testing. Polygenic risk score using variants rs2230288 and rs2291312, however, was associated to PD with odds ratio of 2.7 (95% confidence interval 1.4–5.2; p < 2.56e-03). Furthermore, an analysis of the PPI network revealed enriched clusters of biological processes among established and candidate genes, and these functional networks were visualized in the study. We identified novel candidate variants for PD using a gene prioritization based on PPI information, and described why these variants may be involved in the pathogenesis of PD.",6,31827228,Journal,ar,Article,100,9,9,NA,21100200805,NIH,Z01 AG000958-06,National Institutes of Health,1,TRUE,all,All Open Access,12,18865,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85076449196,SCOPUS_ID:85076449196,2-s2.0-85076449196,Measuring Aging and Identifying Aging Phenotypes in Cancer Survivors,Guida J.L.,Journal of the National Cancer Institute,00278874,14602105,111,12,1245-1254,2019-12-01,1 December 2019,10.1093/JNCI/DJZ136,"Observational data have shown that some cancer survivors develop chronic conditions like frailty, sarcopenia, cardiac dysfunction, and mild cognitive impairment earlier and/or at a greater burden than similarly aged individuals never diagnosed with cancer or exposed to systemic or targeted cancer therapies. In aggregate, cancer- and treatment-related physical, cognitive, and psychosocial late- and long-term morbidities experienced by cancer survivors are hypothesized to represent accelerated or accentuated aging trajectories. However, conceptual, measurement, and methodological challenges have constrained efforts to identify, predict, and mitigate aging-related consequences of cancer and cancer treatment. In July 2018, the National Cancer Institute convened basic, clinical, and translational science experts for a think tank titled “Measuring Aging and Identifying Aging Phenotypes in Cancer Survivors.” Through the resulting deliberations, several research and resource needs were identified, including longitudinal studies to examine aging trajectories that include detailed data from before, during, and after cancer treatment; mechanistic studies to elucidate the pathways that lead to the emergence of aging phenotypes in cancer survivors; long-term clinical surveillance to monitor survivors for late-emerging effects; and tools to integrate multiple data sources to inform understanding of how cancer and its therapies contribute to the aging process. Addressing these needs will help expand the evidence base and inform strategies to optimize healthy aging of cancer survivors.",150,31321426,Journal,re,Review,100,24,24,NA,12459,NIA,R21AG053198,National Institute on Aging,1,TRUE,all,All Open Access,13,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85076175435,SCOPUS_ID:85076175435,2-s2.0-85076175435,Chronic inflammation in the etiology of disease across the life span,Furman D.,Nature Medicine,10788956,1546170X,25,12,1822-1832,2019-12-01,1 December 2019,10.1038/s41591-019-0675-0,"Although intermittent increases in inflammation are critical for survival during physical injury and infection, recent research has revealed that certain social, environmental and lifestyle factors can promote systemic chronic inflammation (SCI) that can, in turn, lead to several diseases that collectively represent the leading causes of disability and mortality worldwide, such as cardiovascular disease, cancer, diabetes mellitus, chronic kidney disease, non-alcoholic fatty liver disease and autoimmune and neurodegenerative disorders. In the present Perspective we describe the multi-level mechanisms underlying SCI and several risk factors that promote this health-damaging phenotype, including infections, physical inactivity, poor diet, environmental and industrial toxicants and psychological stress. Furthermore, we suggest potential strategies for advancing the early diagnosis, prevention and treatment of SCI.",3001,31806905,Journal,ar,Article,100,20,20,NA,15819,NIH,PHII-669415,National Institutes of Health,1,TRUE,all,All Open Access,14,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85076033623,SCOPUS_ID:85076033623,2-s2.0-85076033623,A multi-scale approach to study biochemical and biophysical aspects of resveratrol on diesel exhaust particle-human primary lung cell interaction,Zhang W.,Scientific Reports,NA,20452322,9,1,NA,2019-12-01,1 December 2019,10.1038/s41598-019-54552-w,"Diesel exhaust particles (DEPs) are major air pollutants that lead to numerous human disorders, especially pulmonary diseases, partly through the induction of oxidative stress. Resveratrol is a polyphenol that ameliorates the production of reactive oxygen species (ROS) and delays aging-related processes. Herein we studied the cytoprotective effect of resveratrol on DEP-exposed human lung cells in a factorial experimental design. This work investigates biophysical features including cellular compositions and biomechanical properties, which were measured at the single-cell level using confocal Raman microspectroscopy (RM) and atomic force microscopy (AFM), respectively. Principal component analysis (PCA), hierarchical cluster analysis (HCA) and partial least square regression (PLS) analysis were applied to analyze Raman spectra with and without resveratrol protection. The health status of individual cells could be effectively predicted using an index derived from characteristic Raman spectral peak (e.g., 1006 cm−1) based on PLS model. AFM measurements indicated that cellular adhesion force was greatly reduced, while Young’s modulus was highly elevated in resveratrol treated DEP-exposed cells. Anti-oxidant resveratrol reduced DEP-induced ROS production and suppressed releases of several cytokines and chemokines. These findings suggest resveratrol may enhance resistance of human lung cells (e.g., SAEC) to air pollutants (e.g. DEPs).",14,31796766,Journal,ar,Article,100,9,9,NA,21100200805,NIH,intramural program,National Institutes of Health,1,TRUE,all,All Open Access,15,18178,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85075968953,SCOPUS_ID:85075968953,2-s2.0-85075968953,Comparability of accelerometer signal aggregation metrics across placements and dominant wrist cut points for the assessment of physical activity in adults,Migueles J.H.,Scientific Reports,NA,20452322,9,1,NA,2019-12-01,1 December 2019,10.1038/s41598-019-54267-y,"Large epidemiological studies that use accelerometers for physical behavior and sleep assessment differ in the location of the accelerometer attachment and the signal aggregation metric chosen. This study aimed to assess the comparability of acceleration metrics between commonly-used body-attachment locations for 24 hours, waking and sleeping hours, and to test comparability of PA cut points between dominant and non-dominant wrist. Forty-five young adults (23 women, 18–41 years) were included and GT3X + accelerometers (ActiGraph, Pensacola, FL, USA) were placed on their right hip, dominant, and non-dominant wrist for 7 days. We derived Euclidean Norm Minus One g (ENMO), Low-pass filtered ENMO (LFENMO), Mean Amplitude Deviation (MAD) and ActiGraph activity counts over 5-second epochs from the raw accelerations. Metric values were compared using a correlation analysis, and by plotting the differences by time of the day. Cut points for the dominant wrist were derived using Lin’s concordance correlation coefficient optimization in a grid of possible thresholds, using the non-dominant wrist estimates as reference. They were cross-validated in a separate sample (N = 36, 10 women, 22–30 years). Shared variances between pairs of acceleration metrics varied across sites and metric pairs (range in r2: 0.19–0.97, all p < 0.01), suggesting that some sites and metrics are associated, and others are not. We observed higher metric values in dominant vs. non-dominant wrist, thus, we developed cut points for dominant wrist based on ENMO to classify sedentary time (<50 mg), light PA (50–110 mg), moderate PA (110–440 mg) and vigorous PA (≥440 mg). Our findings suggest differences between dominant and non-dominant wrist, and we proposed new cut points to attenuate these differences. ENMO and LFENMO were the most similar metrics, and they showed good comparability with MAD. However, counts were not comparable with ENMO, LFENMO and MAD.",54,31796778,Journal,ar,Article,100,13,13,NA,21100200805,EIT,249932/F20,H2020 European Institute of Innovation and Technology,1,TRUE,all,All Open Access,16,18235,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85075938431,SCOPUS_ID:85075938431,2-s2.0-85075938431,Association of dash and depressive symptoms with bmi over adulthood in racially and socioeconomically diverse adults examined in the handls study,Kuczmarski M.F.,Nutrients,NA,20726643,11,12,NA,2019-12-01,December 2019,10.3390/nu11122934,"Adherence to the Dietary Approaches to Stop Hypertension (DASH) diet is linked to slower weight gain over time. Elevated depressive symptoms may lead to poor quality diets, potentially increasing Body Mass Index (BMI). This study explored these pathways using longitudinal data extracted from 1201–1458 Healthy Aging in Neighborhoods of Diversity across the Life Span (HANDLS) study participants. DASH mean score was computed using four 24 h recalls [visits(v)1 + v2/2: 2004–2013] and depressive symptoms using the Center for Epidemiologic Studies Depression (CES-D) scale (v1 + v2/2: 2004–2013). BMI was measured at v2: 2009–2013 and v3: 2013–2017. Multiple linear mixed regression and mediation modeling were conducted, linking CES-D(mean) and DASH(mean) to BMI [v2 and annualized change ∆BMI (v3-v2)] and exploring mediation of the CES-D(mean)–BMI(v3) and DASH(mean)–BMI(v3) associations through DASH(mean) and CES-D(mean), respectively. Models were further stratified by sex, race and poverty status. Inverse cross-sectional and longitudinal relationships of DASH(mean) with BMI(v2) and ∆BMI were detected, mainly in women and <125% of poverty participants. CES-D(mean) was not associated with BMI(v3); no mediation was detected through DASH(mean) in all socio-demographic strata. Moreover, the inverse DASH(mean)–BMI(v3) total effect was not mediated through CES-D(mean). Future studies should explore other pathways aside from depressive symptoms by which DASH can have a preventive effect on weight status over time.",1,31816922,Journal,ar,Article,100,6,6,Body mass index | DASH diet | Depressive symptoms | Urban adults,19700188323,NIH,Z01AG000513,National Institutes of Health,1,TRUE,all,All Open Access,17,2934,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85075828089,SCOPUS_ID:85075828089,2-s2.0-85075828089,ARSA variants in a-synucleinopathies,Makarious M.B.,Brain,00068950,14602156,142,12,E70,2019-12-01,1 December 2019,10.1093/brain/awz340,NA,17,31670782,Journal,le,Letter,100,10,10,NA,14317,FRQS,UK MR/J004758/1,Parkinson Canada,1,TRUE,all,All Open Access,18,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85075815834,SCOPUS_ID:85075815834,2-s2.0-85075815834,Individualized clinical management of patients at risk for Alzheimer's dementia,Isaacson R.S.,Alzheimer's and Dementia,15525260,15525279,15,12,1588-1602,2019-12-01,December 2019,10.1016/j.jalz.2019.08.198,"Introduction: Multidomain intervention for Alzheimer's disease (AD) risk reduction is an emerging therapeutic paradigm. Methods: Patients were prescribed individually tailored interventions (education/pharmacologic/nonpharmacologic) and rated on compliance. Normal cognition/subjective cognitive decline/preclinical AD was classified as Prevention. Mild cognitive impairment due to AD/mild-AD was classified as Early Treatment. Change from baseline to 18 months on the modified Alzheimer's Prevention Cognitive Composite (primary outcome) was compared against matched historical control cohorts. Cognitive aging composite (CogAging), AD/cardiovascular risk scales, and serum biomarkers were secondary outcomes. Results: One hundred seventy-four were assigned interventions (age 25–86). Higher-compliance Prevention improved more than both historical cohorts (P = .0012, P < .0001). Lower-compliance Prevention also improved more than both historical cohorts (P = .0088, P < .0055). Higher-compliance Early Treatment improved more than lower compliance (P = .0007). Higher-compliance Early Treatment improved more than historical cohorts (P < .0001, P = .0428). Lower-compliance Early Treatment did not differ (P = .9820, P = .1115). Similar effects occurred for CogAging. AD/cardiovascular risk scales and serum biomarkers improved. Discussion: Individualized multidomain interventions may improve cognition and reduce AD/cardiovascular risk scores in patients at-risk for AD dementia.",57,31677936,Journal,ar,Article,100,28,28,Alzheimer's disease prevention | Alzheimer's prevention clinic | Multi-domain interventions | Personalized medicine | Preclinical Alzheimer's disease,3600148102,NIH,PO1AG026572,National Institutes of Health,1,TRUE,all,All Open Access,19,NA,S1552526019353683
true,https://api.elsevier.com/content/abstract/scopus_id/85075806346,SCOPUS_ID:85075806346,2-s2.0-85075806346,Nonlinear Z-score modeling for improved detection of cognitive abnormality,Kornak J.,"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring",NA,23528729,11,NA,797-808,2019-12-01,December 2019,10.1016/j.dadm.2019.08.003,"Introduction: Conventional Z-scores are generated by subtracting the mean and dividing by the standard deviation. More recent methods linearly correct for age, sex, and education, so that these “adjusted” Z-scores better represent whether an individual's cognitive performance is abnormal. Extreme negative Z-scores for individuals relative to this normative distribution are considered indicative of cognitive deficiency. Methods: In this article, we consider nonlinear shape constrained additive models accounting for age, sex, and education (correcting for nonlinearity). Additional shape constrained additive models account for varying standard deviation of the cognitive scores with age (correcting for heterogeneity of variance). Results: Corrected Z-scores based on nonlinear shape constrained additive models provide improved adjustment for age, sex, and education, as indicated by higher adjusted-R2. Discussion: Nonlinearly corrected Z-scores with respect to age, sex, and education with age-varying residual standard deviation allow for improved detection of non-normative extreme cognitive scores.",19,NA,Journal,ar,Article,100,93,93,Generalized additive models | Heterogenous variance modeling | Neuropsychological testing scores | Nonlinear Z-score correction | Shape constrained additive models,21100403234,PF,2:16,Parkinson's Foundation,1,TRUE,all,All Open Access,20,NA,S2352872919300612
true,https://api.elsevier.com/content/abstract/scopus_id/85075611274,SCOPUS_ID:85075611274,2-s2.0-85075611274,Association of Extracellular Vesicle Protein Cargo with Race and Clinical Markers of Mortality,Noren Hooten N.,Scientific Reports,NA,20452322,9,1,NA,2019-12-01,1 December 2019,10.1038/s41598-019-53640-1,"Differential mortality rates remain a significant health disparity in the United States, suggesting the need to investigate novel potential molecular markers associated with mortality. Extracellular vesicles (EVs), including exosomes, microvesicles and apoptotic bodies, are lipid-bound vesicles secreted by cells into the circulation. EVs mediate intercellular communication by shuttling functional signaling molecules as cargo. EV characteristics by race in the context of mortality risk factors have not been described. We isolated plasma EVs from a cross-sectional cohort of African Americans (AA) and whites and found no significant differences in EV size, distribution or concentration between race or by sex. However, EV cargo showed increased levels of phospho-p53, total p53, cleaved caspase 3, ERK1/2 and phospho-AKT in white individuals compared to AAs. phospho-IGF-1R levels were significantly higher in females compared to males. EV concentration was significantly associated with several clinical mortality risk factors: high-sensitivity C-reactive protein (hsCRP), homeostatic model assessment of insulin resistance (HOMA-IR), alkaline phosphatase, body mass index, waist circumference and pulse pressure. The association of EV proteins with mortality markers were dependent on race. These data suggest that EV cargo can differ by race and sex and is associated with mortality risk factors.",19,31772226,Journal,ar,Article,100,7,7,NA,21100200805,NIH,AG000519,National Institutes of Health,1,TRUE,all,All Open Access,21,17582,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85075468275,SCOPUS_ID:85075468275,2-s2.0-85075468275,"Exome sequencing in amyotrophic lateral sclerosis implicates a novel gene, DNAJC7, encoding a heat-shock protein",Farhan S.M.K.,Nature Neuroscience,10976256,15461726,22,12,1966-1974,2019-12-01,1 December 2019,10.1038/s41593-019-0530-0,"To discover novel genes underlying amyotrophic lateral sclerosis (ALS), we aggregated exomes from 3,864 cases and 7,839 ancestry-matched controls. We observed a significant excess of rare protein-truncating variants among ALS cases, and these variants were concentrated in constrained genes. Through gene level analyses, we replicated known ALS genes including SOD1, NEK1 and FUS. We also observed multiple distinct protein-truncating variants in a highly constrained gene, DNAJC7. The signal in DNAJC7 exceeded genome-wide significance, and immunoblotting assays showed depletion of DNAJC7 protein in fibroblasts in a patient with ALS carrying the p.Arg156Ter variant. DNAJC7 encodes a member of the heat-shock protein family, HSP40, which, along with HSP70 proteins, facilitates protein homeostasis, including folding of newly synthesized polypeptides and clearance of degraded proteins. When these processes are not regulated, misfolding and accumulation of aberrant proteins can occur and lead to protein aggregation, which is a pathological hallmark of neurodegeneration. Our results highlight DNAJC7 as a novel gene for ALS.",101,31768050,Journal,ar,Article,100,35,35,NA,17436,KCL,ES/L008238/1,King’s College London,0,FALSE,all,All Open Access,22,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85075460164,SCOPUS_ID:85075460164,2-s2.0-85075460164,NAD<sup>+</sup> augmentation restores mitophagy and limits accelerated aging in Werner syndrome,Fang E.F.,Nature Communications,NA,20411723,10,1,NA,2019-12-01,1 December 2019,10.1038/s41467-019-13172-8,"Metabolic dysfunction is a primary feature of Werner syndrome (WS), a human premature aging disease caused by mutations in the gene encoding the Werner (WRN) DNA helicase. WS patients exhibit severe metabolic phenotypes, but the underlying mechanisms are not understood, and whether the metabolic deficit can be targeted for therapeutic intervention has not been determined. Here we report impaired mitophagy and depletion of NAD+, a fundamental ubiquitous molecule, in WS patient samples and WS invertebrate models. WRN regulates transcription of a key NAD+ biosynthetic enzyme nicotinamide nucleotide adenylyltransferase 1 (NMNAT1). NAD+ repletion restores NAD+ metabolic profiles and improves mitochondrial quality through DCT-1 and ULK-1-dependent mitophagy. At the organismal level, NAD+ repletion remarkably extends lifespan and delays accelerated aging, including stem cell dysfunction, in Caenorhabditis elegans and Drosophila melanogaster models of WS. Our findings suggest that accelerated aging in WS is mediated by impaired mitochondrial function and mitophagy, and that bolstering cellular NAD+ levels counteracts WS phenotypes.",200,31754102,Journal,ar,Article,100,29,29,NA,19700182758,NIH,2017056,National Institutes of Health,1,TRUE,all,All Open Access,23,5284,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85075373676,SCOPUS_ID:85075373676,2-s2.0-85075373676,The Parkinson’s phenome—traits associated with Parkinson’s disease in a broadly phenotyped cohort,Heilbron K.,npj Parkinson's Disease,NA,23738057,5,1,NA,2019-12-01,1 December 2019,10.1038/s41531-019-0077-5,"In order to systematically describe the Parkinson’s disease phenome, we performed a series of 832 cross-sectional case-control analyses in a large database. Responses to 832 online survey-based phenotypes including diseases, medications, and environmental exposures were analyzed in 23andMe research participants. For each phenotype, survey respondents were used to construct a cohort of Parkinson’s disease cases and age-matched and sex-matched controls, and an association test was performed using logistic regression. Cohorts included a median of 3899 Parkinson’s disease cases and 49,808 controls, all of European ancestry. Highly correlated phenotypes were removed and the novelty of each significant association was systematically assessed (assigned to one of four categories: known, likely, unclear, or novel). Parkinson’s disease diagnosis was associated with 122 phenotypes. We replicated 27 known associations and found 23 associations with a strong a priori link to a known association. We discovered 42 associations that have not previously been reported. Migraine, obsessive-compulsive disorder, and seasonal allergies were associated with Parkinson’s disease and tend to occur decades before the typical age of diagnosis for Parkinson’s disease. The phenotypes that currently comprise the Parkinson’s disease phenome have mostly been explored in relatively small purpose-built studies. Using a single large dataset, we have successfully reproduced many of these established associations and have extended the Parkinson’s disease phenome by discovering novel associations. Our work paves the way for studies of these associated phenotypes that explore shared molecular mechanisms with Parkinson’s disease, infer causal relationships, and improve our ability to identify individuals at high-risk of Parkinson’s disease.",29,NA,Journal,ar,Article,100,30,30,NA,21100982311,MJFF,MJFF12737,Michael J. Fox Foundation for Parkinson's Research,1,TRUE,all,All Open Access,24,4,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85075364751,SCOPUS_ID:85075364751,2-s2.0-85075364751,Jesper Hoffmeyer’s Biosemiotic Legacy,Tønnessen M.,Biosemiotics,18751342,18751350,12,3,357-363,2019-12-01,1 December 2019,10.1007/s12304-019-09369-5,NA,3,NA,Journal,ed,Editorial,100,3,3,NA,14200154737,NA,undefined,NA,1,TRUE,all,All Open Access,25,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85075341560,SCOPUS_ID:85075341560,2-s2.0-85075341560,Pharmacokinetics of Exenatide in nonhuman primates following its administration in the form of sustained-release PT320 and Bydureon,Li Y.,Scientific Reports,NA,20452322,9,1,NA,2019-12-01,1 December 2019,10.1038/s41598-019-53356-2,"The time-dependent (30 min - day 84) plasma profile of PT320, a sustained-release (SR)-Exenatide formulation under clinical development for treatment of neurodegenerative disorders, was evaluated in nonhuman primates after a single subcutaneous dose and was compared to Bydureon. Exenatide release from PT320 exhibited a triphasic pharmacokinetic profile. An initial peak occurred at 3 hr post-administration, a secondary peak at 5 days, and achievement of Exenatide steady-state plasma levels from day 10–28. Systemic exposure increased across PT320 doses, and Exenatide levels were maintained above the therapeutic threshold prior to achieving a steady-state. In contrast, Exenatide release from Bydureon exhibited a biphasic profile, with an initial plasma peak at 3 hr, followed by a rapid decline to a sub-therapeutic concentration, and a gradual elevation to provide a steady-state from day 35–49. Exenatide total exposure, evaluated from the area under the time-dependent Exenatide concentration curve, was similar for equivalent doses of PT320 and Bydureon. The former, however, reached and maintained steady-state plasma Exenatide levels more rapidly, without dipping to a sub-therapeutic concentration. Both SR-Exenatide formulations proved well-tolerated and, following a well-regulated initial release burst, generated steady-state plasma levels of Exenatide, but with PT320 producing continuous therapeutic Exenatide levels and more rapidly reaching a steady-state.",15,31748513,Journal,ar,Article,100,9,9,NA,21100200805,NIH,NRF-2014M3A9B5073868,National Institutes of Health,1,TRUE,all,All Open Access,26,17208,NA
