@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,pii,dc:description,authkeywords,article-number
true,https://api.elsevier.com/content/abstract/scopus_id/85096546970,SCOPUS_ID:85096546970,2-s2.0-85096546970,Discovery of rare variants associated with blood pressure regulation through meta-analysis of 1.3 million individuals,Surendran P.,Nature Genetics,10614036,15461718,52,12,1314-1332,2020-12-01,01 December 2020,10.1038/s41588-020-00713-x,112,33230300,Journal,ar,Article,100,299,100,18990,NMRC,R01DK110113,Margaret M. and Albert B. Alkek Department of Medicine,0,FALSE,all,All Open Access,11,NA,"Genetic studies of blood pressure (BP) to date have mainly analyzed common variants (minor allele frequency > 0.05). In a meta-analysis of up to ~1.3 million participants, we discovered 106 new BP-associated genomic regions and 87 rare (minor allele frequency ≤ 0.01) variant BP associations (P < 5 × 10−8), of which 32 were in new BP-associated loci and 55 were independent BP-associated single-nucleotide variants within known BP-associated regions. Average effects of rare variants (44% coding) were ~8 times larger than common variant effects and indicate potential candidate causal genes at new and known loci (for example, GATA5 and PLCB3). BP-associated variants (including rare and common) were enriched in regions of active chromatin in fetal tissues, potentially linking fetal development with BP regulation in later life. Multivariable Mendelian randomization suggested possible inverse effects of elevated systolic and diastolic BP on large artery stroke. Our study demonstrates the utility of rare-variant analyses for identifying candidate genes and the results highlight potential therapeutic targets.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85096525372,SCOPUS_ID:85096525372,2-s2.0-85096525372,Cross-sectional analysis of plasma and CSF metabolomic markers in Huntington’s disease for participants of varying functional disability: a pilot study,McGarry A.,Scientific Reports,NA,20452322,10,1,NA,2020-12-01,December 2020,10.1038/s41598-020-77526-9,29,33235276,Journal,ar,Article,100,10,10,21100200805,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,12,NA,"Huntington’s Disease (HD) is a progressive, fatal neurodegenerative condition. While generally considered for its devastating neurological phenotype, disturbances in other organ systems and metabolic pathways outside the brain have attracted attention for possible relevance to HD pathology, potential as therapeutic targets, or use as biomarkers of progression. In addition, it is not established how metabolic changes in the HD brain correlate to progression across the full spectrum of early to late-stage disease. In this pilot study, we sought to explore the metabolic profile across manifest HD from early to advanced clinical staging through metabolomic analysis by mass spectrometry in plasma and cerebrospinal fluid (CSF). With disease progression, we observed nominally significant increases in plasma arginine, citrulline, and glycine, with decreases in total and d-serine, cholesterol esters, diacylglycerides, triacylglycerides, phosphatidylcholines, phosphatidylethanolamines, and sphingomyelins. In CSF, worsening disease was associated with nominally significant increases in NAD+, arginine, saturated long chain free fatty acids, diacylglycerides, triacylglycerides, and sphingomyelins. Notably, diacylglycerides and triacylglyceride species associated with clinical progression were different between plasma and CSF, suggesting different metabolic preferences for these compartments. Increasing NAD+ levels strongly correlating with disease progression was an unexpected finding. Our data suggest that defects in the urea cycle, glycine, and serine metabolism may be underrecognized in the progression HD pathology, and merit further study for possible therapeutic relevance.",NA,20490
true,https://api.elsevier.com/content/abstract/scopus_id/85096202827,SCOPUS_ID:85096202827,2-s2.0-85096202827,Identifying oxidized lipid mediators as prognostic biomarkers of chronic posttraumatic headache,Domenichiello A.F.,Pain,NA,18726623,161,12,2775-2785,2020-12-01,1 December 2020,10.1097/j.pain.0000000000001983,12,32694380,Journal,ar,Article,100,9,9,18148,NIH,ZIACL090033,National Institutes of Health,0,FALSE,all,All Open Access,13,NA,"Chronic posttraumatic headache (PTH) is among the most common and disabling sequelae of traumatic brain injury (TBI). Current PTH treatments are often only partially effective and have problematic side effects. We previously showed in a small randomized trial of patients with chronic nontraumatic headaches that manipulation of dietary fatty acids decreased headache frequency, severity, and pain medication use. Pain reduction was associated with alterations in oxylipins derived from n-3 and n-6 fatty acids, suggesting that oxylipins could potentially mediate clinical pain reduction. The objective of this study was to investigate whether circulating oxylipins measured in the acute setting after TBI could serve as prognostic biomarkers for developing chronic PTH. Participants enrolled in the Traumatic Head Injury Neuroimaging Classification Protocol provided serum within 3 days of TBI and were followed up at 90 days postinjury with a neurobehavioral symptom inventory (NSI) and satisfaction with life survey. Liquid chromatography-tandem mass spectrometry methods profiled 39 oxylipins derived from n-3 docosahexaenoic acid (DHA), and n-6 arachidonic acid and linoleic acid. Statistical analyses assessed the association of oxylipins with headache severity (primary outcome, measured by headache question on NSI) as well as associations between oxylipins and total NSI or satisfaction with life survey scores. Among oxylipins, 4-hydroxy-DHA and 19,20-epoxy-docosapentaenoate (DHA derivatives) were inversely associated with headache severity, and 11-hydroxy-9-epoxy-octadecenoate (a linoleic acid derivative) was positively associated with headache severity. These findings support a potential for DHA-derived oxylipins as prognostic biomarkers for development of chronic PTH.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85090938900,SCOPUS_ID:85090938900,2-s2.0-85090938900,Validation of a description of sarcopenic obesity defined as excess adiposity and low lean mass relative to adiposity,Baker J.F.,"Journal of Cachexia, Sarcopenia and Muscle",21905991,21906009,11,6,1580-1589,2020-12-01,December 2020,10.1002/jcsm.12613,24,32931633,Journal,ar,Article,100,8,8,21100204914,NIH,F32 DK111083‐02,National Institutes of Health,1,TRUE,all,All Open Access,14,NA,"Background: This study aims to assess the construct validity of a body composition-defined definition of sarcopenic obesity based on low appendicular lean mass relative to fat mass (ALMIFMI) and high fat mass index (FMI) and to compare with an alternative definition using appendicular lean mass index (ALMI) and percent body fat (%BF). Methods: This is a secondary analysis of two cohort studies: the National Health and Examination Survey (NHANES) and the Health, Aging, and Body Composition study (Health ABC). Sarcopenic obesity was defined as low ALMIFMI combined with high FMI and was compared with a widely used definition based on ALMI and %BF cut-points. Body composition Z-scores, self-reported disability, physical functioning, and incident disability were compared across body composition categories using linear and logistic regression and Cox proportional hazards models. Results: Among 14, 850 participants from NHANES, patients with sarcopenic obesity defined by low ALMIFMI and high FMI (ALMIFMI-FMI) had above-average FMI Z-scores [mean (standard deviation): 1.00 (0.72)]. In contrast, those with sarcopenic obesity based on low ALMI and high %BF (ALMI-%BF) had below-average FMI Z-scores. A similar pattern was observed for 2846 participants from Health ABC. Participants with sarcopenic obesity based on ALMIFMI-FMI had a greater number of disabilities, worse physical function, and a greater risk of incident disability compared with those defined based on ALMI-%BF. Conclusions: Body composition-defined measures of sarcopenic obesity defined as excess adiposity and lower-than-expected ALMI relative to FMI are associated with functional deficits and incident disability and overcome the limitations of using %BF in estimating obesity in this context.",Obesity | Physical function | Sarcopenia,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85088385622,SCOPUS_ID:85088385622,2-s2.0-85088385622,Mendelian randomization implies no direct causal association between leukocyte telomere length and amyotrophic lateral sclerosis,Gao Y.,Scientific Reports,NA,20452322,10,1,NA,2020-12-01,1 December 2020,10.1038/s41598-020-68848-9,5,32699404,Journal,ar,Article,100,162,100,21100200805,NIA,KC19017,National Institute on Aging,1,TRUE,all,All Open Access,15,NA,"We employed Mendelian randomization (MR) to evaluate the causal relationship between leukocyte telomere length (LTL) and amyotrophic lateral sclerosis (ALS) with summary statistics from genome-wide association studies (n = ~ 38,000 for LTL and ~ 81,000 for ALS in the European population; n = ~ 23,000 for LTL and ~ 4,100 for ALS in the Asian population). We further evaluated mediation roles of lipids in the pathway from LTL to ALS. The odds ratio per standard deviation decrease of LTL on ALS was 1.10 (95% CI 0.93–1.31, p = 0.274) in the European population and 0.75 (95% CI 0.53–1.07, p = 0.116) in the Asian population. This null association was also detected between LTL and frontotemporal dementia in the European population. However, we found that an indirect effect of LTL on ALS might be mediated by low density lipoprotein (LDL) or total cholesterol (TC) in the European population. These results were robust against extensive sensitivity analyses. Overall, our MR study did not support the direct causal association between LTL and the ALS risk in neither population, but provided suggestive evidence for the mediation role of LDL or TC on the influence of LTL and ALS in the European population.",NA,12184
true,https://api.elsevier.com/content/abstract/scopus_id/85088323383,SCOPUS_ID:85088323383,2-s2.0-85088323383,"A telescope GWAS analysis strategy, based on SNPs-genes-pathways ensamble and on multivariate algorithms, to characterize late onset Alzheimer’s disease",Squillario M.,Scientific Reports,NA,20452322,10,1,NA,2020-12-01,1 December 2020,10.1038/s41598-020-67699-8,15,32694537,Journal,ar,Article,100,314,100,21100200805,NIBIB,P30AG062715,National Institute of Biomedical Imaging and Bioengineering,1,TRUE,all,All Open Access,16,NA,"Genome–wide association studies (GWAS) have revealed a plethora of putative susceptibility genes for Alzheimer’s disease (AD), with the sole exception of APOE gene unequivocally validated in independent study. Considering that the etiology of complex diseases like AD could depend on functional multiple genes interaction network, here we proposed an alternative GWAS analysis strategy based on (i) multivariate methods and on a (ii) telescope approach, in order to guarantee the identification of correlated variables, and reveal their connections at three biological connected levels. Specifically as multivariate methods, we employed two machine learning algorithms and a genetic association test and we considered SNPs, Genes and Pathways features in the analysis of two public GWAS dataset (ADNI-1 and ADNI-2). For each dataset and for each feature we addressed two binary classifications tasks: cases vs. controls and the low vs. high risk of developing AD considering the allelic status of APOEe4. This complex strategy allowed the identification of SNPs, genes and pathways lists statistically robust and meaningful from the biological viewpoint. Among the results, we confirm the involvement of TOMM40 gene in AD and we propose GRM7 as a novel gene significantly associated with AD.",NA,12063
true,https://api.elsevier.com/content/abstract/scopus_id/85088270032,SCOPUS_ID:85088270032,2-s2.0-85088270032,How to keep up to date with medical information using web-based resources: a systematised review and narrative synthesis,Bougioukas K.I.,Health Information and Libraries Journal,14711834,14711842,37,4,254-292,2020-12-01,December 2020,10.1111/hir.12318,33,32691960,Journal,re,Review,100,5,5,30004,NIH,undefined,National Institutes of Health,0,FALSE,NA,NA,17,NA,"Background: Keeping up to date with the latest medical information using Web-based resources has been sparsely described, and a comprehensive up-to-date review is needed. Objectives: To summarise the Web-based ‘channels’ that may assist the actors of the health care system (clinicians, medical researchers and students) to keep up to date with medical information. Methods: We searched PubMed and Scopus for English language articles published between January 1990 and February 2019 that investigated ways for keeping up with medical information. We used the results from our search and relevant information from other sources to conduct a narrative synthesis. Results: We found that resources that push information (e.g. web alerts, medical newsletters, listservs), resources that rely on the active information seeking (e.g. access to health librarians and electronic databases, podcasts, mobile apps), collaborative resources (e.g. web conferences, online journal clubs, web social media) and resources that synthesise information (e.g. bibliometrics, living systematic reviews) can contribute in keeping up with new findings and can enhance evidence-based medicine. Clinicians, medical researchers and students can benefit from the proper use of such Internet-based technological innovations. Conclusion: Internet provides many resources that can help the actors of the health care system stay up to date with the latest scientific findings.","current awareness service | health care | information management | Internet | literature searching | review, literature | review, systematised | Web 2.0",NA
true,https://api.elsevier.com/content/abstract/scopus_id/85087317023,SCOPUS_ID:85087317023,2-s2.0-85087317023,Two latent classes of diagnostic and treatment procedures among traumatic brain injury inpatients,Beydoun H.A.,Scientific Reports,NA,20452322,10,1,NA,2020-12-01,1 December 2020,10.1038/s41598-020-67576-4,1,32616834,Journal,ar,Article,100,6,6,21100200805,NIA,F32ES027306,National Institute on Aging,1,TRUE,all,All Open Access,18,NA,"To characterize latent classes of diagnostic and/or treatment procedures among hospitalized U.S. adults, 18–64 years, with primary diagnosis of TBI from 2004–2014 Nationwide Inpatient Samples, latent class analysis (LCA) was applied to 10 procedure groups and differences between latent classes on injury, patient, hospital and healthcare utilization outcome characteristics were modeled using multivariable regression. Using 266,586 eligible records, LCA resulted in two classes of hospitalizations, namely, class I (n = 217,988) (mostly non-surgical) and class II (n = 48,598) (mostly surgical). Whereas orthopedic procedures were equally likely among latent classes, skin-related, physical medicine and rehabilitation procedures as well as behavioral health procedures were more likely among class I, and other types of procedures were more likely among class II. Class II patients were more likely to have moderate-to-severe TBI, to be admitted on weekends, to urban, medium-to-large hospitals in Midwestern, Southern or Western regions, and less likely to be > 30 years, female or non-White. Class II patients were also less likely to be discharged home and necessitated longer hospital stays and greater hospitalization charges. Surgery appears to distinguish two classes of hospitalized patients with TBI with divergent healthcare needs, informing the planning of healthcare services in this target population.",NA,10825
true,https://api.elsevier.com/content/abstract/scopus_id/85085538808,SCOPUS_ID:85085538808,2-s2.0-85085538808,Spread of pathological tau proteins through communicating neurons in human Alzheimer's disease,Vogel J.W.,Nature Communications,NA,20411723,11,1,NA,2020-12-01,December 2020,10.1038/s41467-020-15701-2,329,32457389,Journal,ar,Article,100,355,100,19700182758,PRF,U01 AG024904,Parkinson Research Foundation,1,TRUE,all,All Open Access,19,NA,"Tau is a hallmark pathology of Alzheimer’s disease, and animal models have suggested that tau spreads from cell to cell through neuronal connections, facilitated by β-amyloid (Aβ). We test this hypothesis in humans using an epidemic spreading model (ESM) to simulate tau spread, and compare these simulations to observed patterns measured using tau-PET in 312 individuals along Alzheimer’s disease continuum. Up to 70% of the variance in the overall spatial pattern of tau can be explained by our model. Surprisingly, the ESM predicts the spatial patterns of tau irrespective of whether brain Aβ is present, but regions with greater Aβ burden show greater tau than predicted by connectivity patterns, suggesting a role of Aβ in accelerating tau spread. Altogether, our results provide evidence in humans that tau spreads through neuronal communication pathways even in normal aging, and that this process is accelerated by the presence of brain Aβ.",NA,2612
true,https://api.elsevier.com/content/abstract/scopus_id/85085157192,SCOPUS_ID:85085157192,2-s2.0-85085157192,Multi-ancestry GWAS of the electrocardiographic PR interval identifies 202 loci underlying cardiac conduction,Ntalla I.,Nature Communications,NA,20411723,11,1,NA,2020-12-01,1 December 2020,10.1038/s41467-020-15706-x,73,32439900,Journal,ar,Article,100,187,100,19700182758,BMS,786833,Broad Institute,1,TRUE,all,All Open Access,20,NA,"The electrocardiographic PR interval reflects atrioventricular conduction, and is associated with conduction abnormalities, pacemaker implantation, atrial fibrillation (AF), and cardiovascular mortality. Here we report a multi-ancestry (N = 293,051) genome-wide association meta-analysis for the PR interval, discovering 202 loci of which 141 have not previously been reported. Variants at identified loci increase the percentage of heritability explained, from 33.5% to 62.6%. We observe enrichment for cardiac muscle developmental/contractile and cytoskeletal genes, highlighting key regulation processes for atrioventricular conduction. Additionally, 8 loci not previously reported harbor genes underlying inherited arrhythmic syndromes and/or cardiomyopathies suggesting a role for these genes in cardiovascular pathology in the general population. We show that polygenic predisposition to PR interval duration is an endophenotype for cardiovascular disease, including distal conduction disease, AF, and atrioventricular pre-excitation. These findings advance our understanding of the polygenic basis of cardiac conduction, and the genetic relationship between PR interval duration and cardiovascular disease.",NA,2542
true,https://api.elsevier.com/content/abstract/scopus_id/85083257758,SCOPUS_ID:85083257758,2-s2.0-85083257758,Glutamatergic basolateral amygdala to anterior insular cortex circuitry maintains rewarding contextual memory,Gil-Lievana E.,Communications Biology,NA,23993642,3,1,NA,2020-12-01,1 December 2020,10.1038/s42003-020-0862-z,26,32198461,Journal,ar,Article,100,9,9,21100924827,NIA,IN212919,National Institute on Aging,1,TRUE,all,All Open Access,21,NA,"Findings have shown that anterior insular cortex (aIC) lesions disrupt the maintenance of drug addiction, while imaging studies suggest that connections between amygdala and aIC participate in drug-seeking. However, the role of the BLA → aIC pathway in rewarding contextual memory has not been assessed. Using a cre-recombinase under the tyrosine hydroxylase (TH+) promoter mouse model to induce a real-time conditioned place preference (rtCPP), we show that photoactivation of TH+ neurons induced electrophysiological responses in VTA neurons, dopamine release and neuronal modulation in the aIC. Conversely, memory retrieval induced a strong release of glutamate, dopamine, and norepinephrine in the aIC. Only intra-aIC blockade of the glutamatergic N-methyl-D-aspartate receptor accelerated rtCPP extinction. Finally, photoinhibition of glutamatergic BLA → aIC pathway produced disinhibition of local circuits in the aIC, accelerating rtCPP extinction and impairing reinstatement. Thus, activity of the glutamatergic projection from the BLA to the aIC is critical for maintenance of rewarding contextual memory.",NA,139
true,https://api.elsevier.com/content/abstract/scopus_id/85081992492,SCOPUS_ID:85081992492,2-s2.0-85081992492,Stereotactic Cortical Atlas of the Domestic Canine Brain,Johnson P.J.,Scientific Reports,NA,20452322,10,1,NA,2020-12-01,1 December 2020,10.1038/s41598-020-61665-0,36,32179861,Journal,ar,Article,100,8,8,21100200805,CRF,undefined,Canine Research Foundation,1,TRUE,all,All Open Access,22,NA,"The domestic canine (canis familiaris) is a growing novel model for human neuroscientific research. Unlike rodents and primates, they demonstrate unique convergent sociocognitive skills with humans, are highly trainable and able to undergo non-invasive experimental procedures without restraint, including fMRI. In addition, the gyrencephalic structure of the canine brain is more similar to that of human than rodent models. The increasing use of dogs for non-invasive neuroscience studies has generating a need for a standard canine cortical atlas that provides common spatial referencing and cortical segmentation for advanced neuroimaging data processing and analysis. In this manuscript we create and make available a detailed MRI-based cortical atlas for the canine brain. This atlas includes a population template generated from 30 neurologically and clinically normal non-brachycephalic dogs, tissue segmentation maps and a cortical atlas generated from Jerzy Kreiner’s myeloarchitectonic-based histology atlas. The provided cortical parcellation includes 234 priors from frontal, sensorimotor, parietal, temporal, occipital, cingular and subcortical regions. The atlas was validated using an additional canine cohort with variable cranial conformations. This comprehensive cortical atlas provides a reference standard for canine brain research and will improve and standardize processing and data analysis and interpretation in functional and structural MRI research.",NA,4781
true,https://api.elsevier.com/content/abstract/scopus_id/85081584801,SCOPUS_ID:85081584801,2-s2.0-85081584801,APOE4 is Associated with Differential Regional Vulnerability to Bioenergetic Deficits in Aged APOE Mice,Area-Gomez E.,Scientific Reports,NA,20452322,10,1,NA,2020-12-01,1 December 2020,10.1038/s41598-020-61142-8,36,32152337,Journal,ar,Article,100,17,17,21100200805,NIH,W911F-15-1-0169,National Institutes of Health,1,TRUE,all,All Open Access,23,NA,"The ε4 allele of apolipoprotein E (APOE) is the dominant genetic risk factor for late-onset Alzheimer’s disease (AD). However, the reason for the association between APOE4 and AD remains unclear. While much of the research has focused on the ability of the apoE4 protein to increase the aggregation and decrease the clearance of Aβ, there is also an abundance of data showing that APOE4 negatively impacts many additional processes in the brain, including bioenergetics. In order to gain a more comprehensive understanding of APOE4′s role in AD pathogenesis, we performed a transcriptomics analysis of APOE4 vs. APOE3 expression in the entorhinal cortex (EC) and primary visual cortex (PVC) of aged APOE mice. This study revealed EC-specific upregulation of genes related to oxidative phosphorylation (OxPhos). Follow-up analysis utilizing the Seahorse platform showed decreased mitochondrial respiration with age in the hippocampus and cortex of APOE4 vs. APOE3 mice, but not in the EC of these mice. Additional studies, as well as the original transcriptomics data, suggest that multiple bioenergetic pathways are differentially regulated by APOE4 expression in the EC of aged APOE mice in order to increase the mitochondrial coupling efficiency in this region. Given the importance of the EC as one of the first regions to be affected by AD pathology in humans, the observation that the EC is susceptible to differential bioenergetic regulation in response to a metabolic stressor such as APOE4 may point to a causative factor in the pathogenesis of AD.",NA,4277
true,https://api.elsevier.com/content/abstract/scopus_id/85081072099,SCOPUS_ID:85081072099,2-s2.0-85081072099,Regulatory sites for splicing in human basal ganglia are enriched for disease-relevant information,Guelfi S.,Nature Communications,NA,20411723,11,1,NA,2020-12-01,1 December 2020,10.1038/s41467-020-14483-x,18,32098967,Journal,ar,Article,100,155,100,19700182758,UKRI,MR/N008324/1,UK Research and Innovation,1,TRUE,all,All Open Access,24,NA,"Genome-wide association studies have generated an increasing number of common genetic variants associated with neurological and psychiatric disease risk. An improved understanding of the genetic control of gene expression in human brain is vital considering this is the likely modus operandum for many causal variants. However, human brain sampling complexities limit the explanatory power of brain-related expression quantitative trait loci (eQTL) and allele-specific expression (ASE) signals. We address this, using paired genomic and transcriptomic data from putamen and substantia nigra from 117 human brains, interrogating regulation at different RNA processing stages and uncovering novel transcripts. We identify disease-relevant regulatory loci, find that splicing eQTLs are enriched for regulatory information of neuron-specific genes, that ASEs provide cell-specific regulatory information with evidence for cellular specificity, and that incomplete annotation of the brain transcriptome limits interpretation of risk loci for neuropsychiatric disease. This resource of regulatory data is accessible through our web server, http://braineacv2.inf.um.es/.",NA,1041
