@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,authkeywords,fund-acr,fund-sponsor,article-number,pii
true,https://api.elsevier.com/content/abstract/scopus_id/85212288965,SCOPUS_ID:85212288965,2-s2.0-85212288965,"Brain endothelial permeability, transport, and flow assessed over 10 orders of magnitude using the in situ brain perfusion technique",Smith Q.R.,Fluids and Barriers of the CNS,NA,20458118,21,1,NA,2024-12-01,December 2024,10.1186/s12987-024-00584-y,"Background: Cerebral blood flow normally places a limit on the magnitude of brain vascular permeability (P) that can be measured in vivo. At normal cerebral blood flow, this limit falls at the lower end of lipophilicity for most FDA-approved CNS drugs. In this study, we report on two methods that can be used to overcome this limitation and measure brain vascular permeability values that are up to ~1000 times higher using the in situ brain perfusion technique. Methods: Rat brain was perfused with physiological saline at increased flow rate and in the presence of various concentrations of plasma protein, serum albumin or alpha-acid glycoprotein. Plasma protein was added to the saline perfusion fluid to lower extraction into the measurable range using the Crone Renkin “diffusion-flow” equation to calculate brain PoS. Results: Cerebrovascular Po was determined for 125 solutes, of which 78 showed little or no evidence of active efflux transport. Fifty of the solutes were in the lipophilicity zone (Log Poct 1–5) of most FDA-approved CNS drugs. Care was taken to ensure the integrity of the brain vasculature during perfusion and to measure flow accurately using markers that had been verified for the flow rates. The results showed a linear relationship between Log Po and Log Poct over ~10 orders of magnitude with values for diazepam, estradiol, testosterone, and other agents that exceed prior published values by fivefold to 200-fold. Conclusions: The results show that brain vascular permeability can be measured directly in vivo for highly lipophilic solutes and the PS values obtained match reasonably with that predicted by the Crone-Renkin flow diffusion equation with care taken to validate the accuracy for the component measurements and with no need to invoke “enhanced” or “induced” dissociation.",0,39690422,Journal,ar,Article,100,11,11,19900193571,5RO1 NS052484,1,TRUE,all,All Open Access,11,Albumin | Alpha-1 acid glycoprotein | Blood brain barrier | Diazepam | Enhanced dissociation | Neurovascular unit | Pharmaceutical screening,NIH,National Institutes of Health,100,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85212194220,SCOPUS_ID:85212194220,2-s2.0-85212194220,African ancestry neurodegeneration risk variant disrupts an intronic branchpoint in GBA1,Álvarez Jerez P.,Nature Structural and Molecular Biology,15459993,15459985,31,12,1955-1963,2024-12-01,December 2024,10.1038/s41594-024-01423-2,"Recently, an African ancestry-specific Parkinson disease (PD) risk signal was identified at the gene encoding glucocerebrosidase (GBA1). This variant (rs3115534-G) is carried by ~50% of West African PD cases and imparts a dose-dependent increase in risk for disease. The risk variant has varied frequencies across African ancestry groups but is almost absent in European and Asian ancestry populations. GBA1 is a gene of high clinical and therapeutic interest. Damaging biallelic protein-coding variants cause Gaucher disease and monoallelic variants confer risk for PD and dementia with Lewy bodies, likely by reducing the function of glucocerebrosidase. Interestingly, the African ancestry-specific GBA1 risk variant is a noncoding variant, suggesting a different mechanism of action. Using full-length RNA transcript sequencing, we identified partial intron 8 expression in risk variant carriers (G) but not in nonvariant carriers (T). Antibodies targeting the N terminus of glucocerebrosidase showed that this intron-retained isoform is likely not protein coding and subsequent proteomics did not identify a shorter protein isoform, suggesting that the disease mechanism is RNA based. Clustered regularly interspaced short palindromic repeats editing of the reported index variant (rs3115534) revealed that this is the sequence alteration responsible for driving the production of these transcripts containing intron 8. Follow-up analysis of this variant showed that it is in a key intronic branchpoint sequence and, therefore, has important implications in splicing and disease. In addition, when measuring glucocerebrosidase activity, we identified a dose-dependent reduction in risk variant carriers. Overall, we report the functional effect of a GBA1 noncoding risk variant, which acts by interfering with the splicing of functional GBA1 transcripts, resulting in reduced protein levels and reduced glucocerebrosidase activity. This understanding reveals a potential therapeutic target in an underserved and underrepresented population.",1,39668204,Journal,ar,Article,100,40,40,12394,undefined,1,TRUE,all,All Open Access,12,NA,NIH,National Institutes of Health,e348,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85211956576,SCOPUS_ID:85211956576,2-s2.0-85211956576,Plant-Based Diets and Their Associations with Physical Performance in the Baltimore Longitudinal Study of Aging,Bigman G.,Nutrients,NA,20726643,16,23,NA,2024-12-01,December 2024,10.3390/nu16234249,"Background: Plant-based diets are associated with various health benefits; however, their impact on physical performance in aging populations remains unclear. Objectives: To investigate the associations between adherence to plant-based diets and physical performance, focusing on their potential protective effects against age-related declines in function. Methods: Data were obtained from men and women aged 40 years or older in the Baltimore Longitudinal Study of Aging (BLSA) (mean ± SD age: 68 ± 13 years at the first dietary visit; n = 1389). Dietary intake was assessed using a food frequency questionnaire (FFQ). Plant-based diets, calculated from 18 food groups, were categorized as overall (PDI), healthful (hPDI), or unhealthful (uPDI), and their tertiles across visits were analyzed. Multivariable linear mixed-effects models were used to examine the association between repeated measurements of three physical performance outcomes—Short Physical Performance Battery (SPPB), grip strength (kg), and gait speed (m/s)—and adherence to each plant-based diet. Results: In fully adjusted models, SPPB and grip strength were significantly associated with both hPDI and uPDI, but not with PDI. For hPDI, the intermediate tertile showed the greatest benefit, with SPPB scores 0.5 points higher (βT2vs.T1 = 0.50, 95% CI: 0.30–0.70, p < 0.001) over the follow-up period. In contrast, for uPDI, a 0.27-point lower SPPB score was seen (βT3vs.T1 = −0.27, 95% CI: −0.48 to −0.07, p = 0.009). Longitudinally, grip strength was positively associated with hPDI (βT3vs.T1 = 1.14, 95% CI: 0.24–2.05, p = 0.0013). Similar results were observed in older adults aged ≥65 years. Conclusions: Adherence to hPDI may benefit lower body function and muscle strength, while uPDI appears to have adverse effects. This suggests that the quality of plant-based foods is essential for maintaining functional well-being in older adults. Further research is needed to confirm these findings, explore underlying mechanisms, and identify strategies to optimize plant-based dietary patterns for aging populations.",2,39683645,Journal,ar,Article,100,9,9,19700188323,K01AG078545,1,TRUE,all,All Open Access,13,aging | gait speed | grip strength | muscle mass | muscle strength | nutrition | older adults | physical function | short physical performance battery,NIH,National Institutes of Health,4249,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85211586883,SCOPUS_ID:85211586883,2-s2.0-85211586883,Reduced Achilles tendon stiffness in aging associates with higher metabolic cost of walking,Gray A.J.,Journal of Applied Physiology,87507587,15221601,137,6,1541-1548,2024-12-01,December 2024,10.1152/japplphysiol.00377.2024,"The mechanisms responsible for increased metabolic cost of walking in older adults are poorly understood. We recently proposed a theoretical premise by which age-related reductions in Achilles tendon stiffness (kAT) can disrupt the neuromechanics of calf muscle force production and contribute to faster rates of oxygen consumption during walking. The purpose of this study was to objectively evaluate this premise. We quantified kAT at a range of matched relative activations prescribed using electromyographic biofeedback and walking metabolic cost and ankle joint biomechanics in a group of 15 younger (age: 23 ± 4 yr) and 15 older (age: 72 ± 5 yr) adults. Older adults averaged 44% lower kAT than younger adults at matched triceps surae activations during isokinetic dorsiflexion tasks on a dynamometer (P = 0.046). Older adults also walked with a 17% higher net metabolic power (P = 0.017) but indistinguishable peak Achilles tendon forces than younger adults. Thus, data implicate altered tendon length-tension relations with age more than differences in the operating region of those length-tension relations between younger and older adults. In addition, we discovered empirical evidence that lesser kAT-likely due to the shorter muscle lengths and thus higher relative activations it imposes-was positively correlated with higher net metabolic power during walking (r = -0.365, P = 0.048). These results pave the way for interventions focused on restoring ankle muscle-tendon unit structural stiffness to improve walking energetics in aging. NEW & NOTEWORTHY This study provides the first empirical evidence to our knowledge that age-related decreases in kAT exact a potentially significant metabolic penalty during walking. These results pave the way for interventions focused on restoring ankle muscle-tendon unit structural stiffness to improve walking energetics in aging.",0,39508895,Journal,ar,Article,100,5,5,23454,undefined,0,FALSE,NA,NA,14,ankle | economy | muscle-tendon unit | plantarflexor | triceps surae,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85211476953,SCOPUS_ID:85211476953,2-s2.0-85211476953,Novel loci and biomedical consequences of iron homoeostasis variation,Allara E.,Communications Biology,NA,23993642,7,1,NA,2024-12-01,December 2024,10.1038/s42003-024-07115-3,"Iron homoeostasis is tightly regulated, with hepcidin and soluble transferrin receptor (sTfR) playing significant roles. However, the genetic determinants of these traits and the biomedical consequences of iron homoeostasis variation are unclear. In a meta-analysis of 12 cohorts involving 91,675 participants, we found 43 genomic loci associated with either hepcidin or sTfR concentration, of which 15 previously unreported. Mapping to putative genes indicated involvement in iron-trait expression, erythropoiesis, immune response and cellular trafficking. Mendelian randomisation of 292 disease outcomes in 1,492,717 participants revealed associations of iron-related loci and iron status with selected health outcomes across multiple domains. These associations were largely driven by HFE, which was associated with the largest iron variation. Our findings enhance understanding of iron homoeostasis and its biomedical consequences, suggesting that lifelong exposure to higher iron levels is likely associated with lower risk of anaemia-related disorders and higher risk of genitourinary, musculoskeletal, infectious and neoplastic diseases.",1,39643614,Journal,ar,Article,100,429,100,21100924827,undefined,1,TRUE,all,All Open Access,15,NA,NA,NA,1631,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85211471102,SCOPUS_ID:85211471102,2-s2.0-85211471102,Bidirectional relationship between olfaction and Parkinson’s disease,Kim J.J.,npj Parkinson's Disease,NA,23738057,10,1,NA,2024-12-01,December 2024,10.1038/s41531-024-00838-4,"Hyposmia (decreased smell function) is a common early symptom of Parkinson’s disease (PD). The shared genetic architecture between hyposmia and PD is unknown. We leveraged genome-wide association study (GWAS) results for self-assessment of ‘ability to smell’ and PD diagnosis to determine shared genetic architecture between the two traits. Linkage disequilibrium score (LDSC) regression found that the sense of smell negatively correlated at a genome-wide level with PD. Local Analysis of [co]Variant Association (LAVA) found negative correlations in four genetic loci near GBA1, ANAPC4, SNCA, and MAPT, indicating shared genetic liability only within a subset of prominent PD risk genes. Using Mendelian randomization, we found evidence for a strong causal relationship between PD and liability towards poorer sense of smell, but weaker evidence for the reverse direction. This work highlights the heritability of olfactory function and its relationship with PD heritability and provides further insight into the association between PD and hyposmia.",0,NA,Journal,ar,Article,100,59,59,21100982311,ASAP-GP2,1,TRUE,all,All Open Access,16,NA,NIHR,National Institute for Health and Care Research,232,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85211013943,SCOPUS_ID:85211013943,2-s2.0-85211013943,ATM-deficient murine thymic T-cell lymphoblastic lymphomas are PTEN-deficient and require AKT signaling for survival,An J.B.,PLoS ONE,NA,19326203,19,12 December,NA,2024-12-01,December 2024,10.1371/journal.pone.0312864,"Mice deficient in the ataxia telangiectasia mutated (ATM) kinase have impaired responses to genotoxic and oxidative stressors, predisposing them to develop thymic T-cell lymphoblastic lymphomas (T-LBL) resembling human T-cell acute lymphoblastic leukemias (TALL). A previous study identified genomic deletions of the gene encoding PTEN, a negative regulator of PI3K/AKT/mTOR signaling, in a subset of murine ATM-deficient (ATMKO) thymic T-LBLs; however, the frequency and consequences of these deletions were not defined. The present study demonstrates that the majority of established cultures of ATMKO T-LBLs isolated from ATMKO thymi have a variety of genomic Pten alterations and fail to express functional PTEN protein. In addition, all T-LBLs demonstrate constitutive expression of pAKT, indicating the presence of activated AKT signaling, and are sensitive to treatment with the pan-AKT inhibitor MK-2206, suggesting that these lymphomas are dependent on pAKT signaling for their survival. Lastly, ATM-deficiency itself does not cause loss of PTEN or dysregulated AKT signaling, as ATM-deficient non-malignant thymocytes express wildtype levels of PTEN and lack detectable pAKT. This study demonstrates for the first time that the majority of ATM-deficient thymic T-LBLs lose PTEN expression and all depend on AKT signaling for survival, suggesting their potential use as an animal model for PI3K/AKT/ MTOR pathway dysfunction in human T-ALL.",0,39637056,Journal,ar,Article,100,5,5,10600153309,undefined,1,TRUE,all,All Open Access,17,NA,NA,NA,e0312864,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85209193494,SCOPUS_ID:85209193494,2-s2.0-85209193494,Whole genome sequencing of CRISPR/Cas9-engineered NF-κB reporter mice for validation and variant discovery,Mahesh G.,Scientific Data,NA,20524463,11,1,NA,2024-12-01,December 2024,10.1038/s41597-024-04064-8,"Targeted knockout, mutations, or knock-in of genomic DNA fragments in model organisms have been used widely for functional and cell-tracking studies. The desired genetic perturbation is often accomplished by recombination-based or CRISPR/Cas9-based genome engineering. For validating the intended genetic modification, a local region surrounding the targeted locus is typically examined based on enzymatic cleavage and consequent length patterns, e.g. in a Southern analysis. Despite its wide use, this approach is open to incomplete and ambiguous readouts. With decreasing costs of high-throughput sequencing, it is becoming feasible to consider a large-scale validation of a new strain after a targeted genetic perturbation. Here we describe a dataset of whole-genome sequences and the variant analysis results from four novel reporter mouse strains. This served to validate the strains and identified all the off-target effects on the genome, thereby increasing the genetic diversity of genomic sequences over those represented in the public databases for inbred mice.",0,39537647,Journal,dp,Data Paper,100,5,5,21100451321,undefined,1,TRUE,all,All Open Access,18,NA,NIH,National Institutes of Health,1225,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85208290587,SCOPUS_ID:85208290587,2-s2.0-85208290587,"Proteomic analysis of APOEε4 carriers implicates lipid metabolism, complement and lymphocyte signaling in cognitive resilience",Walker K.A.,Molecular Neurodegeneration,NA,17501326,19,1,NA,2024-12-01,December 2024,10.1186/s13024-024-00772-2,"Background: Apolipoprotein E (APOE) ε4 allele is the strongest genetic risk factor for late onset Alzheimer’s disease (AD). This case-cohort study used targeted plasma biomarkers and large-scale proteomics to examine the biological mechanisms that allow some APOEε4 carriers to maintain normal cognitive functioning in older adulthood. Methods: APOEε4 carriers and APOEε3 homozygotes enrolled in the Women’s Health Initiative Memory Study (WHIMS) from 1996 to 1999 were classified as resilient if they remained cognitively unimpaired beyond age 80, and as non-resilient if they developed cognitive impairment before or at age 80. AD pathology (Aß42/40) and neurodegeneration (NfL, tau) biomarkers, as well as 1007 proteins (Olink) were quantified in blood collected at study enrollment (on average 14 years prior) when participants were cognitively normal. We identified plasma proteins that distinguished between resilient and non-resilient APOEε4 carriers, examined whether these associations generalized to APOEε3 homozygotes, and replicated these findings in the UK Biobank. Results: A total of 1610 participants were included (baseline age: 71.3 [3.8 SD] years; all White; 42% APOEε4 carriers). Compared to resilient APOEε4 carriers, non-resilient APOEε4 carriers had lower Aß42/40/tau ratio and greater NfL at baseline. Proteomic analyses identified four proteins differentially expressed between resilient and non-resilient APOEε4 carriers at an FDR-corrected P < 0.05. While one of the candidate proteins, a marker of neuronal injury (NfL), also distinguished resilient from non-resilient APOEε3 homozygotes, the other three proteins, known to be involved in lipid metabolism (ANGPTL4) and immune signaling (PTX3, NCR1), only predicted resilient vs. non-resilient status among APOEε4 carriers (protein*genotype interaction-P < 0.05). Three of these four proteins also predicted 14-year dementia risk among APOEε4 carriers in the UK Biobank validation sample (N = 9420). While the candidate proteins showed little to no association with targeted biomarkers of AD pathology, protein network and enrichment analyses suggested that natural killer (NK) cell and T lymphocyte signaling (via PKC-θ) distinguished resilient from non-resilient APOEε4 carriers. Conclusions: We identified and replicated a plasma proteomic signature associated with cognitive resilience among APOEε4 carriers. These proteins implicate specific immune processes in the preservation of cognitive status despite elevated genetic risk for AD. Future studies in diverse cohorts will be needed to assess the generalizability of these results.",2,39482741,Journal,ar,Article,100,19,19,5700191214,75N92021D00001,1,TRUE,all,All Open Access,19,"Alzheimer’s disease | APOE, Resilience | Cognition | Immunity | Lipids | Proteomics",UNR,"University of Nevada, Reno",81,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85208082101,SCOPUS_ID:85208082101,2-s2.0-85208082101,Critical assessment of anti-amyloid-β monoclonal antibodies effects in Alzheimer’s disease: a systematic review and meta-analysis highlighting target engagement and clinical meaningfulness,Avgerinos K.I.,Scientific Reports,NA,20452322,14,1,NA,2024-12-01,December 2024,10.1038/s41598-024-75204-8,"Despite most monoclonal antibodies against Aβ in Alzheimer’s failed to demonstrate efficacy, the newest antibodies showed statistically significant clinical effects. We conducted a systematic review and meta-analysis to assess the efficacy, target engagement, and safety of anti-Aβ antibodies in sporadic AD including phase III RCTs published up to November 28, 2023. Antibodies as a drug class, attenuated worsening on the clinical scales CDR-SB and ADAS-Cog by very small effect sizes and reduced amyloid on PET by a very large effect size. Reduction of amyloid on PET was moderately correlated with CDR-SB and ADAS-Cog reductions. However, antibodies increased risk of ARIA-E and ARIA-H by a very large and moderate effect size, respectively. In subgroup analyses by individual drug, Donanemab and Lecanemab induced the largest benefits. In subgroup analyses by binding affinity, antibodies without binding to monomers were associated with the most favorable effects. Despite statistical significance for improvement on clinical measures, antibody effects were below the threshold of clinically meaningful change during the period they were studied. However, the newest antibodies demonstrably interfere with the underlying ΑD pathophysiology and therefore their benefit could be cumulative over time leading to larger clinical effects in subsequent years. PROSPERO registration no. CRD42022381334.",7,39468148,Journal,ar,Article,100,4,4,21100200805,undefined,1,TRUE,all,All Open Access,20,NA,NIA,National Institute on Aging,25741,NA
