@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,article-number,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,prism:issn,prism:pageRange,pubmed-id,authkeywords,pii
true,https://api.elsevier.com/content/abstract/scopus_id/85145242321,SCOPUS_ID:85145242321,2-s2.0-85145242321,Serum Concentrations of Losartan Metabolites Correlate With Improved Physical Function in a Pilot Study of Prefrail Older Adults,Lee J.L.,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,1758535X,77,12,2022-12-01,1 December 2022,10.1093/gerona/glac102,"Losartan is an oral antihypertensive agent that is rapidly metabolized to EXP3174 (angiotensin-subtype-1-receptor blocker) and EXP3179 (peroxisome proliferator-activated receptor gamma [PPARγ] agonist), which was shown in animal studies to reduce inflammation, enhance mitochondrial energetics, and improve muscle repair and physical performance. We conducted an exploratory pilot study evaluating losartan treatment in prefrail older adults (age 70-90 years, N = 25). Participants were randomized to control (placebo) or treatment (daily oral losartan beginning at 25 mg per day and increasing every 8 weeks) for a total of 6 months. Fatigue, hyperkalemia, and hypotension were the most observed side effects of losartan treatment. Participants in the losartan group had an estimated 89% lower odds of frailty (95% confidence interval [CI]: 18% to 99% lower odds, p =. 03), with a 0.3-point lower frailty score than the placebo group (95% CI: 0.01-0.5 lower odds, p =. 04). Frailty score was also negatively associated with serum losartan and EXP3179 concentrations. For every one standard deviation increase in EXP3179 (ie, 0.0011 ng/μL, based on sample values above detection limit) and EXP3174 (ie, 0.27 ng/μL, based on sample values above detection limit), there was a 0.0035 N (95% CI: 0.0019-0.0051, p <. 001) and a 0.0027 N (95% CI: 0.00054-0.0043, p =. 007) increase in average knee strength, respectively.",6,Journal,ar,Article,100,26,26,NA,29559,NCI,P30CA006973,National Cancer Institute,0,FALSE,all,All Open Access,11,10795006,2356-2366,35511890,"Citric acid cycle | EXP3174 | EXP3179 | Frailty, Losartan",NA
true,https://api.elsevier.com/content/abstract/scopus_id/85144774123,SCOPUS_ID:85144774123,2-s2.0-85144774123,"Implicating genes, pleiotropy, and sexual dimorphism at blood lipid loci through multi-ancestry meta-analysis",Kanoni S.,Genome Biology,1474760X,23,1,2022-12-01,December 2022,10.1186/s13059-022-02837-1,"Background: Genetic variants within nearly 1000 loci are known to contribute to modulation of blood lipid levels. However, the biological pathways underlying these associations are frequently unknown, limiting understanding of these findings and hindering downstream translational efforts such as drug target discovery. Results: To expand our understanding of the underlying biological pathways and mechanisms controlling blood lipid levels, we leverage a large multi-ancestry meta-analysis (N = 1,654,960) of blood lipids to prioritize putative causal genes for 2286 lipid associations using six gene prediction approaches. Using phenome-wide association (PheWAS) scans, we identify relationships of genetically predicted lipid levels to other diseases and conditions. We confirm known pleiotropic associations with cardiovascular phenotypes and determine novel associations, notably with cholelithiasis risk. We perform sex-stratified GWAS meta-analysis of lipid levels and show that 3–5% of autosomal lipid-associated loci demonstrate sex-biased effects. Finally, we report 21 novel lipid loci identified on the X chromosome. Many of the sex-biased autosomal and X chromosome lipid loci show pleiotropic associations with sex hormones, emphasizing the role of hormone regulation in lipid metabolism. Conclusions: Taken together, our findings provide insights into the biological mechanisms through which associated variants lead to altered lipid levels and potentially cardiovascular disease risk.",29,Journal,ar,Article,100,539,100,268,40944,MSCA,U01HG011723,H2020 Marie Skłodowska-Curie Actions,1,TRUE,all,All Open Access,12,14747596,NA,36575460,Cholesterol | Genetics | Genome-wide association study | GWAS | Lipids,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85144650665,SCOPUS_ID:85144650665,2-s2.0-85144650665,NIH SenNet Consortium to map senescent cells throughout the human lifespan to understand physiological health,Lee P.J.,Nature Aging,26628465,2,12,2022-12-01,December 2022,10.1038/s43587-022-00326-5,"Cells respond to many stressors by senescing, acquiring stable growth arrest, morphologic and metabolic changes, and a proinflammatory senescence-associated secretory phenotype. The heterogeneity of senescent cells (SnCs) and senescence-associated secretory phenotype are vast, yet ill characterized. SnCs have diverse roles in health and disease and are therapeutically targetable, making characterization of SnCs and their detection a priority. The Cellular Senescence Network (SenNet), a National Institutes of Health Common Fund initiative, was established to address this need. The goal of SenNet is to map SnCs across the human lifespan to advance diagnostic and therapeutic approaches to improve human health. State-of-the-art methods will be applied to identify, define and map SnCs in 18 human tissues. A common coordinate framework will integrate data to create four-dimensional SnC atlases. Other key SenNet deliverables include innovative tools and technologies to detect SnCs, new SnC biomarkers and extensive public multi-omics datasets. This Perspective lays out the impetus, goals, approaches and products of SenNet.",66,Journal,ar,Article,100,245,100,NA,21101083188,NIH,U54AG075932,National Institutes of Health,1,TRUE,all,All Open Access,13,NA,1090-1100,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85144638482,SCOPUS_ID:85144638482,2-s2.0-85144638482,Association between walking energy utilisation and longitudinal cognitive performance in older adults,Kuo P.L.,Age and Ageing,14682834,51,12,2022-12-01,1 December 2022,10.1093/ageing/afac240,"Background: Human motor function is optimised for energetic efficiency, however, age-related neurodegenerative changes affects neuromotor control of walking. Energy utilisation has been associated with motor performance, but its association with cognitive performance is unknown. Methods: The study population included 979 Baltimore Longitudinal Study of Aging participants aged ≥50 years (52% female, mean age: 70 10.2 years) with a median follow-up time of 4.7 years. Energy utilisation for walking was operationalised as a ratio of the energy cost of slow walking to peak walking energy expenditure during standardised tasks ('cost-ratio'). Cognitive functioning was measured using the Trail Making Tests, California Verbal Learning Test, Wechsler Adult Intelligence Scale (WAIS), letter and category fluency and card rotation tests. Linear mixed models adjusted for demographics, education and co-morbidities assessed the association between baseline cost-ratio and cognitive functioning, cross-sectionally and longitudinally. To investigate the relationship among those with less efficient energy utilisation, subgroup analyses were performed. Results: In fully adjusted models, a higher cost-ratio was cross-sectionally associated with poorer performance on all cognitive tests except WAIS (P < 0.05 for all). Among those with compromised energy utilisation, the baseline cost-ratio was also associated with a faster decline in memory (long-delay free recall: β = -0.4, 95% confidence interval [CI] = [-0.8, -0.02]; immediate word recall: β = -1.3, 95% CI = [-2.7, 0.1]). Conclusions: These findings suggest cross-sectional and longitudinal links between energy utilisation and cognitive performance, highlighting an intriguing link between brain function and the energy needed for ambulation. Future research should examine this association earlier in the life course to gauge the potential for interventive mechanisms.",1,Journal,ar,Article,100,11,11,afac240,28093,NIA,R01AG061786,National Institute on Aging,1,TRUE,all,All Open Access,14,00020729,NA,36571773,cognition | energy expenditure | fitness | physical performance | walking efficiency,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85144587478,SCOPUS_ID:85144587478,2-s2.0-85144587478,Context-Dependent Function of Long Noncoding RNA PURPL in Transcriptome Regulation during p53 Activation,Hartford C.C.R.,Molecular and Cellular Biology,10985549,42,12,2022-12-01,December 2022,10.1128/mcb.00289-22,"PURPL is a p53-induced lncRNA that suppresses basal p53 levels. Here, we investigated PURPL upon p53 activation in liver cancer cells, where it is expressed at significantly higher levels than other cell types. Using isoform sequencing, we discovered novel PURPL transcripts that have a retained intron and/or previously unannotated exons. To determine PURPL function upon p53 activation, we performed transcriptome sequencing (RNA-Seq) after depleting PURPL using CRISPR interference (CRISPRi), followed by Nutlin treatment to induce p53. Strikingly, although loss of PURPL in untreated cells altered the expression of only 7 genes, loss of PURPL resulted in altered expression of;800 genes upon p53 activation, revealing a context-dependent function of PURPL. Pathway analysis suggested that PURPL is important for fine-tuning the expression of specific genes required for mitosis. Consistent with these results, we observed a significant decrease in the percentage of mitotic cells upon PURPL depletion. Collectively, these data identify novel transcripts from the PURPL locus and suggest that PURPL delicately moderates the expression of mitotic genes in the context of p53 activation to control cell cycle arrest.",5,Journal,ar,Article,100,19,19,NA,14150,NIH,HHSN261201500003,National Institutes of Health,0,FALSE,all,All Open Access,15,02707306,NA,36342127,alternative splicing | cell cycle checkpoints | context-dependent | CRISPR/Cas9 | CRISPRi | intron retention | Iso-Seq | LINC01021 | liver cancer | lncRNA | mitosis | p53 | PacBio | PURPL,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85144421246,SCOPUS_ID:85144421246,2-s2.0-85144421246,Machine-learning based MRI neuro-anatomical signatures associated with cardiovascular and metabolic risk factors,Govindarajan S.T.,Alzheimer's and Dementia,15525279,18,S1,2022-12-01,December 2022,10.1002/alz.067709,"Background: Lower gray matter (GM) and higher white matter (WM) volumes have been observed in cognitively unimpaired people with cardiovascular and metabolic risk factors (CVMs) such as hypertension, hyperlipidemia, diabetes, obesity, and smoking [Erus 2015, Habes 2016]. However, these group-level observations do not explain the heterogeneous accumulated effects of CVMs on individual neuroanatomy. Multivariate CVM-related changes characterized at the individual level using machine learning (ML)-derived summary indices may better capture their differential roles in brain aging and dementia. In this work, we derive ML-based indices that summarize brain changes from MRI related to CVMs. Method: Cognitively normal volunteers that were pooled and harmonized for the iSTAGING cohort were included in this study (N=24,902 from 8 independent studies, 54.5% female, average age=62.4, age range 45-75 years). Linear support vector classifiers were trained to discriminate between people with a specific CVM from those without the CVM using nested cross-validation for hyperparameter tuning and model selection. Input features (n=150) consisted of age, sex, intracranial volume, harmonized regional GM and WM volumes, and lobar volumes of WM hyperintensities. The resulting distance of the projection onto the vector perpendicular to the decision plane yields a continuous scalar representing ‘spatial pattern of abnormality for recognition’ (SPARE) of each CVM. SPARE-CVMs were computed for each participant and correlated with previously established imaging markers for brain age [Habes 2021] and Alzheimer’s disease (SPARE-AD)[Davatzikos 2009]. Effect sizes (Cohen’s d) were calculated to assess the utility of SPAREs with higher values indicating greater separability between the CVM+ and CVM- groups. Result: Figure 1 shows the distribution, effect sizes and associated brain regions for each SPARE-CVM. SPARE-diabetes and SPARE-hypertension yielded the largest effect sizes. SPAREs for cooccurring CVMs showed higher correlation (Figure 2) and greater corresponding effect sizes (Figure 3). For example, hyperlipidemia was separable by SPARE-hypertension, but not other SPAREs. By contrast, brain age gap (SPARE-BA) and SPARE-AD were unrelated to CVMs. Conclusion: We derived sensitive and partially non-overlapping quantitative indices that characterize the degree of CVM-related neuroanatomical differences in cognitively unimpaired participants. SPARE-CVMs were correlated for cooccurring CVMs but dissociated from MR imaging biomarkers for typical aging and Alzheimer’s disease.",1,Journal,no,Note,100,26,26,e067709,3600148102,NA,undefined,NA,0,FALSE,NA,NA,16,15525260,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85144353184,SCOPUS_ID:85144353184,2-s2.0-85144353184,Examining the level of test burden in NIA’s Alzheimer’s disease and Alzheimer’s disease related dementias (AD/ADRD) clinical trials,Roper R.A.,Alzheimer's and Dementia,15525279,18,S8,2022-12-01,December 2022,10.1002/alz.064572,"Background: The National Institute on Aging (NIA) is working to increase access of its AD/ADRD clinical trials (CT) into community health care settings. Concerns exist in the field regarding the feasibility of conducting AD/ADRD CTs outside of academic settings given the testing required within CT protocols. We evaluated recently awarded NIA CTs to document their types and frequency of diagnostic tests required. Findings provide NIA the opportunity to understand the potential test burden on sites and consented participants. Method: We conducted a systematic content analysis of recently funded NIA AD/ADRD CTs involving human subjects to assess the commitment required of participants and the number and type of tests required across protocols (start dates: 2/1/20 – 9/30/2021 (N = 115)). Documented tests included: imaging, biospecimen, genetic, sleep, cognitive, and mental health. Findings were analyzed by the CTs’ standardized Common Alzheimer’s and Related Dementias Research Ontology (CADRO) category. Result: Most CTs (65%) were CADRO C (Translational Research/Clinical Interventions) or E (Dementia Care/Disease Impact; 25%); CADRO E had substantially fewer tests required of participants. Most trials (75%) asked consented participants for less than a year commitment (median = 185 days). Top tests required were cognitive (78% of trials); mental health/well-being (57%); brain imaging (46%; e.g., MRI, PET, MRS), and blood collection (37%). Fewer CTs required lumbar spinal tap (12%). Initial analyses indicate that potentially 75 unique cognitive tests were documented across the 90 CTs assessing cognition, and that participants were asked to complete a median 8.5 cognitive tests per trial (range: 1 to 71 tests). Conclusion: This review lays the foundation for understanding the complexity of recently funded NIA AD/ADRD clinical trials. Understanding the required tests will inform the discussion with community health practitioners to identify what and how many tests are feasible, and how such input can be incorporated into the design of future trials in a way that can enhance opportunities and research participation by interested communities, particularly those serving traditionally underserved populations.",0,Journal,no,Note,100,8,8,e064572,3600148102,NA,undefined,NA,1,TRUE,all,All Open Access,17,15525260,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85144284267,SCOPUS_ID:85144284267,2-s2.0-85144284267,Personality traits are consistently associated with blood mitochondrial DNA copy number estimated from genome sequences in two genetic cohort studies,Oppong R.F.,eLife,2050084X,11,NA,2022-12-01,December 2022,10.7554/ELIFE.77806,"Background: Mitochondrial DNA copy number (mtDNAcn) in tissues and blood can be altered in conditions like diabetes and major depression and may play a role in aging and longevity. However, little is known about the association between mtDNAcn and personality traits linked to emotional states, metabolic health, and longevity. This study tests the hypothesis that blood mtDNAcn is related to personality traits and mediates the association between personality and mortality. Methods: We assessed the big five personality domains and facets using the Revised NEO Personality Inventory (NEO-PI-R), assessed depressive symptoms with the Center for Epidemiologic Studies Depression Scale (CES-D), estimated mtDNAcn levels from whole-genome sequencing, and tracked mortality in participants from the Baltimore Longitudinal Study of Aging. Results were replicated in the SardiNIA Project. Results: We found that mtDNAcn was negatively associated with the Neuroticism domain and its facets and positively associated with facets from the other four domains. The direction and size of the effects were replicated in the SardiNIA cohort and were robust to adjustment for potential confounders in both samples. Consistent with the Neuroticism finding, higher depressive symptoms were associated with lower mtDNAcn. Finally, mtDNAcn mediated the association between personality and mortality risk. Conclusions: To our knowledge, this is the first study to show a replicable association between mtDNAcn and personality. Furthermore, the results support our hypothesis that mtDNAcn is a biomarker of the biological process that explains part of the association between personality and mortality.",9,Journal,ar,Article,100,19,19,e77806,21100242814,NIH,R01AG068093,National Institutes of Health,1,TRUE,all,All Open Access,18,NA,NA,36537669,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85144158798,SCOPUS_ID:85144158798,2-s2.0-85144158798,Identification and prediction of Parkinson’s disease subtypes and progression using machine learning in two cohorts,Dadu A.,npj Parkinson's Disease,23738057,8,1,2022-12-01,December 2022,10.1038/s41531-022-00439-z,"The clinical manifestations of Parkinson’s disease (PD) are characterized by heterogeneity in age at onset, disease duration, rate of progression, and the constellation of motor versus non-motor features. There is an unmet need for the characterization of distinct disease subtypes as well as improved, individualized predictions of the disease course. We used unsupervised and supervised machine learning methods on comprehensive, longitudinal clinical data from the Parkinson’s Disease Progression Marker Initiative (n = 294 cases) to identify patient subtypes and to predict disease progression. The resulting models were validated in an independent, clinically well-characterized cohort from the Parkinson’s Disease Biomarker Program (n = 263 cases). Our analysis distinguished three distinct disease subtypes with highly predictable progression rates, corresponding to slow, moderate, and fast disease progression. We achieved highly accurate projections of disease progression 5 years after initial diagnosis with an average area under the curve (AUC) of 0.92 (95% CI: 0.95 ± 0.01) for the slower progressing group (PDvec1), 0.87 ± 0.03 for moderate progressors, and 0.95 ± 0.02 for the fast-progressing group (PDvec3). We identified serum neurofilament light as a significant indicator of fast disease progression among other key biomarkers of interest. We replicated these findings in an independent cohort, released the analytical code, and developed models in an open science manner. Our data-driven study provides insights to deconstruct PD heterogeneity. This approach could have immediate implications for clinical trials by improving the detection of significant clinical outcomes. We anticipate that machine learning models will improve patient counseling, clinical trial design, and ultimately individualized patient care.",45,Journal,ar,Article,100,19,19,172,21100982311,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,19,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85143867378,SCOPUS_ID:85143867378,2-s2.0-85143867378,"Quantum Healthy Longevity for healthy people, planet, and growth",Woods T.,The Lancet Healthy Longevity,26667568,3,12,2022-12-01,December 2022,10.1016/S2666-7568(22)00267-7,NA,5,Journal,no,Note,100,14,14,NA,21101041612,NA,undefined,NA,1,TRUE,all,All Open Access,20,NA,e811-e813,NA,NA,S2666756822002677
true,https://api.elsevier.com/content/abstract/scopus_id/85143776207,SCOPUS_ID:85143776207,2-s2.0-85143776207,Proteomic Signature and mRNA Expression in Hippocampus of SAMP8 and SAMR1 Mice during Aging,Reale M.,International Journal of Molecular Sciences,14220067,23,23,2022-12-01,December 2022,10.3390/ijms232315097,"Aging is a complex process often accompanied by cognitive decline that represents a risk factor for many neurodegenerative disorders including Alzheimer’s and Parkinson’s disease. The molecular mechanisms involved in age-related cognitive decline are not yet fully understood, although increased neuroinflammation is considered to play a significant role. In this study, we characterized a proteomic view of the hippocampus of the senescence-accelerated mouse prone-8 (SAMP8), a model of enhanced senescence, in comparison with the senescence-accelerated-resistant mouse (SAMR1), a model of normal aging. We additionally investigated inflammatory cytokines and cholinergic components gene expression during aging in the mouse brain tissues. Proteomic data defined the expression of key proteins involved in metabolic and cellular processes in neuronal and glial cells of the hippocampus. Gene Ontology revealed that most of the differentially expressed proteins are involved in the cytoskeleton and cell motility regulation. Molecular analysis results showed that both inflammatory cytokines and cholinergic components are differentially expressed during aging, with a downward trend of cholinergic receptors and esterase enzymes expression, in contrast to an upward trend of inflammatory cytokines in the hippocampus of SAMP8. Together, our results support the important role of the cholinergic and cytokine systems in the aging of the murine brain.",9,Journal,ar,Article,100,7,7,15097,25879,KAU,undefined,King Abdulaziz University,1,TRUE,all,All Open Access,21,16616596,NA,36499421,aging | cholinergic system | cytokines | hippocampus | inflammation,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85143523335,SCOPUS_ID:85143523335,2-s2.0-85143523335,Quality Specific Associations of Carbohydrate Consumption and Frailty Index,Tanaka T.,Nutrients,20726643,14,23,2022-12-01,December 2022,10.3390/nu14235072,"Background: The quality of carbohydrate consumed may influence the risk of frailty. In this study, we tested the hypothesis that indices of carbohydrate intake are associated with trajectories of frailty in participants of the Baltimore Longitudinal Study of Aging (BLSA). Methods: Cross sectional and longitudinal analyses were conducted in 1024 BLSA participants to examine the association between usual intake of carbohydrate and frailty index. Seven measures of carbohydrate consumption were estimated using data derived from Food Frequency Questionnaires (FFQs) and examined in association with a 43-item Frailty Index (FI). Results: In cross-sectional analyses, there was a significant, positive association between higher tertiles of total carbohydrate, glycemic load, and non-whole grains and FI. Conversely, higher tertiles of fiber-to-carbohydrate ratio was associated with lower FI. These differences persisted over the follow-up period of up to 13.8 years. Women in the highest tertile of the fiber-to-carbohydrate ratio showed a less steep increase in FI over time. Conclusions: Carbohydrate intake was positively associated with increased frailty risk in the BLSA participants, whereas a higher fiber-to-carbohydrate ratio was related to reduced risk for frailty.",8,Journal,ar,Article,100,7,7,5072,19700188323,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,22,NA,NA,NA,aging | carbohydrate consumption | epidemiology | frailty index,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85143480320,SCOPUS_ID:85143480320,2-s2.0-85143480320,Genome-wide association study of REM sleep behavior disorder identifies polygenic risk and brain expression effects,Krohn L.,Nature Communications,20411723,13,1,2022-12-01,December 2022,10.1038/s41467-022-34732-5,"Rapid-eye movement (REM) sleep behavior disorder (RBD), enactment of dreams during REM sleep, is an early clinical symptom of alpha-synucleinopathies and defines a more severe subtype. The genetic background of RBD and its underlying mechanisms are not well understood. Here, we perform a genome-wide association study of RBD, identifying five RBD risk loci near SNCA, GBA, TMEM175, INPP5F, and SCARB2. Expression analyses highlight SNCA-AS1 and potentially SCARB2 differential expression in different brain regions in RBD, with SNCA-AS1 further supported by colocalization analyses. Polygenic risk score, pathway analysis, and genetic correlations provide further insights into RBD genetics, highlighting RBD as a unique alpha-synucleinopathy subpopulation that will allow future early intervention.",40,Journal,ar,Article,100,106,100,7496,19700182758,NINDS,MJFF-020700,Parkinson Canada,1,TRUE,all,All Open Access,23,NA,NA,36470867,NA,NA
