@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,authkeywords,article-number,pii
true,https://api.elsevier.com/content/abstract/scopus_id/85122277130,SCOPUS_ID:85122277130,2-s2.0-85122277130,Common and rare variant association analyses in amyotrophic lateral sclerosis identify 15 risk loci with distinct genetic architectures and neuron-specific biology,van Rheenen W.,Nature Genetics,10614036,15461718,53,12,1636-1648,2021-12-01,01 December 2021,10.1038/s41588-021-00973-1,"Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disease with a lifetime risk of one in 350 people and an unmet need for disease-modifying therapies. We conducted a cross-ancestry genome-wide association study (GWAS) including 29,612 patients with ALS and 122,656 controls, which identified 15 risk loci. When combined with 8,953 individuals with whole-genome sequencing (6,538 patients, 2,415 controls) and a large cortex-derived expression quantitative trait locus (eQTL) dataset (MetaBrain), analyses revealed locus-specific genetic architectures in which we prioritized genes either through rare variants, short tandem repeats or regulatory effects. ALS-associated risk loci were shared with multiple traits within the neurodegenerative spectrum but with distinct enrichment patterns across brain regions and cell types. Of the environmental and lifestyle risk factors obtained from the literature, Mendelian randomization analyses indicated a causal role for high cholesterol levels. The combination of all ALS-associated signals reveals a role for perturbations in vesicle-mediated transport and autophagy and provides evidence for cell-autonomous disease initiation in glutamatergic neurons.",268,34873335,Journal,ar,Article,100,280,100,18990,MRC,MR/L501542/1,Medical Research Council,1,TRUE,all,All Open Access,11,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85122221128,SCOPUS_ID:85122221128,2-s2.0-85122221128,Analysis of CYP2C19 genetic variants with ischaemic events in UK patients prescribed clopidogrel in primary care: A retrospective cohort study,Pilling L.C.,BMJ Open,NA,20446055,11,12,NA,2021-12-01,1 December 2021,10.1136/bmjopen-2021-053905,"Objective To determine whether CYP2C19 loss-of-function (LoF) alleles increase risk of ischaemic stroke and myocardial infarction (MI) in UK primary care patients prescribed clopidogrel. Design Retrospective cohort analysis. Setting Primary care practices in the UK from January 1999 to September 2017. Participants 7483 European-ancestry adults from the UK Biobank study with genetic and linked primary care data, aged 36-79 years at time of first clopidogrel prescription. Interventions Clopidogrel prescription in primary care, mean duration 2.6 years (range 2 months to 18 years). Main outcome measure Hospital inpatient-diagnosed ischaemic stroke, MI or angina while treated with clopidogrel. Results 28.7% of participants carried at least one CYP2C19 LoF variant. LoF carriers had higher rates of incident ischaemic stroke while treated with clopidogrel compared with those without the variants (8 per 1000 person-years vs 5.2 per 1000 person-years; HR 1.53, 95% CIs 1.04 to 2.26, p=0.031). LoF carriers also had increased risk of MI (HR 1.14, 95% CI 1.04 to 1.26, p=0.008). In combined analysis LoF carriers had increased risk of any ischaemic event (stroke or MI) (HR 1.17, 95% CI 1.06 to 1.29, p=0.002). Adjustment for aspirin coprescription produced similar estimates. In lifetables using observed incidence rates, 22.5% (95% CI 14.4% to 34.0%) of CYP2C19 LoF carriers on clopidogrel were projected to develop an ischaemic stroke by age 79 (oldest age in the study), compared with 15.4% (95% CI 11.4% to 20.5%) in non-carriers, that is, 7.1% excess stroke incidence in LoF carriers by age 79. Conclusions A substantial proportion of the UK population carry genetic variants that reduce metabolism of clopidogrel to its active form. In family practice patients on clopidogrel, CYP2C19 LoF variants are associated with substantially higher incidence of ischaemic events. Genotype-guided selection of antiplatelet medications may improve outcomes in patients carrying CYP2C19 genetic variants.",7,34903548,Journal,ar,Article,100,11,11,19800188003,MEB,MR/S009892/1,University of Exeter,1,TRUE,all,All Open Access,12,Epidemiology | Genetics | Myocardial infarction | Preventive medicine | Stroke,e053905,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85122116362,SCOPUS_ID:85122116362,2-s2.0-85122116362,"Metabolic Regulation of Inflammation and Its Resolution: Current Status, Clinical Needs, Challenges, and Opportunities",Tandon P.,Journal of Immunology,00221767,15506606,207,11,2625-2630,2021-12-01,1 December 2021,10.4049/jimmunol.2100829,"Metabolism and inflammation have been viewed as two separate processes with distinct but critical functions for our survival: metabolism regulates the utilization of nutrients, and inflammation is responsible for defense and repair. Both respond to an organism’s stressors to restore homeostasis. The interplay between metabolic status and immune response (immunometabolism) plays an important role in maintaining health or promoting disease development. Understanding these interactions is critical in developing tools for facilitating novel preventative and therapeutic approaches for diseases, including cancer. This trans-National Institutes of Health workshop brought together basic scientists, technology developers, and clinicians to discuss state-of-the-art, innovative approaches, challenges, and opportunities to understand and harness immunometabolism in modulating inflammation and its resolution.",8,34810268,Journal,ar,Article,100,15,15,21275,NIAID,undefined,National Institute of Allergy and Infectious Diseases,1,TRUE,all,All Open Access,13,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85121559630,SCOPUS_ID:85121559630,2-s2.0-85121559630,Finding genetically-supported drug targets for Parkinson’s disease using Mendelian randomization of the druggable genome,Storm C.S.,Nature Communications,NA,20411723,12,1,NA,2021-12-01,December 2021,10.1038/s41467-021-26280-1,"Parkinson’s disease is a neurodegenerative movement disorder that currently has no disease-modifying treatment, partly owing to inefficiencies in drug target identification and validation. We use Mendelian randomization to investigate over 3,000 genes that encode druggable proteins and predict their efficacy as drug targets for Parkinson’s disease. We use expression and protein quantitative trait loci to mimic exposure to medications, and we examine the causal effect on Parkinson’s disease risk (in two large cohorts), age at onset and progression. We propose 23 drug-targeting mechanisms for Parkinson’s disease, including four possible drug repurposing opportunities and two drugs which may increase Parkinson’s disease risk. Of these, we put forward six drug targets with the strongest Mendelian randomization evidence. There is remarkably little overlap between our drug targets to reduce Parkinson’s disease risk versus progression, suggesting different molecular mechanisms. Drugs with genetic support are considerably more likely to succeed in clinical trials, and we provide compelling genetic evidence and an analysis pipeline to prioritise Parkinson’s disease drug development.",105,34930919,Journal,ar,Article,100,175,100,19700182758,MRC,MR/L501542/1,Medical Research Council,1,TRUE,all,All Open Access,14,NA,7342,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85121332188,SCOPUS_ID:85121332188,2-s2.0-85121332188,"Effects of puerarin on chronic inflammation: Focus on the heart, brain, and arteries",Zhang L.,Aging Medicine,NA,24750360,4,4,317-324,2021-12-01,December 2021,10.1002/agm2.12189,"Age-associated increases in physical and mental stress, known as allostatic load, could lead to a chronic low-grade inflammation in the heart, brain, and arteries. This low-grade inflammation potentially contributes to adverse structural and functional remodeling, such as intimal medial thickening, endothelial dysfunction, arterial stiffening, cardiac hypertrophy and ischemia, and cognitive decline. These cellular and tissue remodeling is the fertile soil for the development of age-associated structural and functional disorders in the cardiovascular and cerebrovascular systems in the pathogenesis of obesity, type II diabetes, hypertension, atherosclerosis, heart dysfunction, and cognitive decline. Growing evidence indicates that puerarin, a polyphenol, extracted from Puerara Labota, efficiently alleviates the initiation and progression of obesity, type II diabetes, hypertension, atherosclerosis, cardiac ischemia, cardiac arrythmia, cardiac hypertrophy, ischemic stroke, and cognition decline via suppression of oxidative stress and inflammation. This mini review focuses on recent advances in the effects of puerarin on the oxidative and inflammatory molecular, cellular, tissue events in the heart, brain, and arteries.",15,NA,Journal,re,Review,100,3,3,21100946920,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,15,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85121275483,SCOPUS_ID:85121275483,2-s2.0-85121275483,Aged Nrf2-null mice develop all major types of age-related cataracts,Rowan S.,Investigative Ophthalmology and Visual Science,01460404,15525783,62,15,NA,2021-12-01,December 2021,10.1167/iovs.62.15.10,"PURPOSE. Age-related cataracts affect the majority of older adults and are a leading cause of blindness worldwide. Treatments that delay cataract onset or severity have the potential to delay cataract surgery, but require relevant animal models that recapitulate the major types of cataracts for their development. Unfortunately, few such models are available. Here, we report the lens phenotypes of aged mice lacking the critical antioxidant transcription factor Nfe2l2 (designated as Nrf2 −/−). METHODS. Three independent cohorts of Nrf2 −/− and wild-type C57BL/6J mice were evaluated for cataracts using combinations of slit lamp imaging, photography of freshly dissected lenses, and histology. Mice were fed high glycemic diets, low glycemic diets, regular chow ad libitum, or regular chow with 30% caloric restriction. RESULTS. Nrf2 −/− mice developed significant opacities between 11 and 15 months and developed advanced cortical, posterior subcapsular, anterior subcapsular, and nuclear cataracts. Cataracts occurred similarly in male mice fed high or low glycemic diets, and were also observed in 21-month male and female Nrf2 −/− mice fed ad libitum or 30% caloric restriction. Histological observation of 18-month cataractous lenses revealed significant disruption to fiber cell architecture and the retention of nuclei throughout the cortical region of the lens. However, fiber cell denucleation and initiation of lens differentiation was normal at birth, with the first abnormalities observed at 3 months. CONCLUSIONS. Nrf2 −/− mice offer a tool to understand how defective antioxidant signaling causes multiple forms of cataract and may be useful for screening drugs to prevent or delay cataractogenesis in susceptible adults.",13,34882206,Journal,ar,Article,100,17,17,13945,NIH,2016-08885,National Institutes of Health,1,TRUE,all,All Open Access,16,Age-related cataract | Antioxidant | Caloric restriction | Glycemic index | Nutrition,10,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85121097603,SCOPUS_ID:85121097603,2-s2.0-85121097603,Cytosolic self-DNA—A potential source of chronic inflammation in aging,Akbari M.,Cells,NA,20734409,10,12,NA,2021-12-01,December 2021,10.3390/cells10123544,"Aging is the consequence of a lifelong accumulation of stochastic damage to tissues and cellular components. Advancing age closely associates with elevated markers of innate immunity and low-grade chronic inflammation, probably reflecting steady increasing incidents of cellular and tissue damage over the life course. The DNA sensing cGAS-STING signaling pathway is activated by misplaced cytosolic self-DNA, which then initiates the innate immune responses. Here, we hypothesize that the stochastic release of various forms of DNA from the nucleus and mitochondria, e.g., because of DNA damage, altered nucleus integrity, and mitochondrial damage, can result in chronic activation of inflammatory responses that characterize the aging process. This cytosolic self-DNA-innate immunity axis may perturb tissue homeostasis and function that characterizes human aging and age-associated pathology. Proper techniques and experimental models are available to investigate this axis to develop therapeutic interventions.",16,34944052,Journal,re,Review,100,4,4,21100978391,NIH,NNF17OC0027812,National Institutes of Health,1,TRUE,all,All Open Access,17,Aging | CGAS-STING | Cytosolic self-DNA | DNA repair | Inflammation | Mitochondria,3544,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85121039601,SCOPUS_ID:85121039601,2-s2.0-85121039601,Problem-solving therapy-induced amygdala engagement mediates lifestyle behavior change in obesity with comorbid depression: A randomized proof-of-mechanism trial,Lv N.,American Journal of Clinical Nutrition,00029165,19383207,114,6,2060-2073,2021-12-01,1 December 2021,10.1093/ajcn/nqab280,"Background: Depression hinders obesity treatment; elucidating mechanisms may enable treatment enhancements. Objectives: The aim was to investigate whether changes in neural targets in the negative affect circuit following psychotherapy mediate subsequent changes in weight and behaviors. Methods: Adults (n = 108) with obesity and depression were randomly assigned to usual care or an intervention that delivered problem-solving therapy (PST) for depression over 2 mo. fMRI for brain imaging was performed at baseline and 2 mo. BMI, physical activity, and diet were measured at baseline and 12 mo. Mediation analysis assessed between-group differences in neural target changes using t test and correlations between neural target changes and outcome changes (simple and interaction effect) using ordinary least-squares regression. Results: Compared with usual care, PST led to reductions in left amygdala activation (-0.75; 95% CI:-1.49,-0.01) and global scores of the negative affect circuit (-0.43;-0.81,-0.06), engaged by threat stimuli. Increases in amygdala activation and global circuit scores at 2 mo correlated with decreases in physical activity outcomes at 12 mo in the usual-care group; these relations were altered by PST. In relation to change in leisure-Time physical activity, standardized β-coefficients were-0.67 in usual care and-0.01 in the intervention (between-group difference: 0.66; 0.02, 1.30) for change in left amygdala activation and-2.02 in usual care and-0.11 in the intervention (difference: 1.92; 0.64, 3.20) for change in global circuit scores. In relation to change in total energy expenditure, standardized β-coefficients were-0.65 in usual care and 0.08 in the intervention (difference: 0.73; 0.29, 1.16) for change in left amygdala activation and-1.65 in usual care and 0.08 in the intervention (difference: 1.74; 0.85, 2.63) for change in global circuit scores. Results were null for BMI and diet. Conclusions: Short-Term changes in the negative affect circuit engaged by threat stimuli following PST for depression mediated longer-Term changes in physical activity. This trial was registered at www.clinicaltrials.gov as NCT02246413 (https://clinicaltrials.gov/ct2/show/NCT02246413).",9,34476464,Journal,ar,Article,100,17,17,29990,NHLBI,R01HL119453,"National Heart, Lung, and Blood Institute",1,TRUE,all,All Open Access,18,amygdala | depression | diet | functional neuroimaging | negative affect | obesity | physical activity | weight loss,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85120982729,SCOPUS_ID:85120982729,2-s2.0-85120982729,Association of Lifestyle Activities with Functional Brain Connectivity and Relationship to Cognitive Decline among Older Adults,Soldan A.,Cerebral Cortex,10473211,14602199,31,12,5637-5651,2021-12-01,1 December 2021,10.1093/cercor/bhab187,"This study examines the relationship of engagement in different lifestyle activities to connectivity in large-scale functional brain networks, and whether network connectivity modifies cognitive decline, independent of brain amyloid levels. Participants (N = 153, mean age = 69 years, including N = 126 with amyloid imaging) were cognitively normal when they completed resting-state functional magnetic resonance imaging, a lifestyle activity questionnaire, and cognitive testing. They were followed with annual cognitive tests up to 5 years (mean = 3.3 years). Linear regressions showed positive relationships between cognitive activity engagement and connectivity within the dorsal attention network, and between physical activity levels and connectivity within the default-mode, limbic, and frontoparietal control networks, and global within-network connectivity. Additionally, higher cognitive and physical activity levels were independently associated with higher network modularity, a measure of functional network specialization. These associations were largely independent of APOE4 genotype, amyloid burden, global brain atrophy, vascular risk, and level of cognitive reserve. Moreover, higher connectivity in the dorsal attention, default-mode, and limbic networks, and greater global connectivity and modularity were associated with reduced cognitive decline, independent of APOE4 genotype and amyloid burden. These findings suggest that changes in functional brain connectivity may be one mechanism by which lifestyle activity engagement reduces cognitive decline.",23,34184058,Journal,ar,Article,100,9,9,14855,NIH,P30-AG066507,National Institutes of Health,0,FALSE,all,All Open Access,19,amyloid | cognitive | lifestyle factors | physical activity | resting-state fMRI,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85120965389,SCOPUS_ID:85120965389,2-s2.0-85120965389,The carbohydrate-insulin model: A physiological perspective on the obesity pandemic,Ludwig D.S.,American Journal of Clinical Nutrition,00029165,19383207,114,6,1873-1885,2021-12-01,1 December 2021,10.1093/ajcn/nqab270,"According to a commonly held view, the obesity pandemic is caused by overconsumption of modern, highly palatable, energy-dense processed foods, exacerbated by a sedentary lifestyle. However, obesity rates remain at historic highs, despite a persistent focus on eating less and moving more, as guided by the energy balance model (EBM). This public health failure may arise from a fundamental limitation of the EBM itself. Conceptualizing obesity as a disorder of energy balance restates a principle of physics without considering the biological mechanisms that promote weight gain. An alternative paradigm, the carbohydrate-insulin model (CIM), proposes a reversal of causal direction. According to the CIM, increasing fat deposition in the body-resulting from the hormonal responses to a high-glycemic-load diet-drives positive energy balance. The CIM provides a conceptual framework with testable hypotheses for how various modifiable factors influence energy balance and fat storage. Rigorous research is needed to compare the validity of these 2 models, which have substantially different implications for obesity management, and to generate new models that best encompass the evidence.",183,34515299,Journal,re,Review,100,17,17,29990,NA,undefined,NA,1,TRUE,all,All Open Access,20,dietary carbohydrate | endocrinology | energy balance | glucagon | incretins | insulin | macronutrients | obesity | scholarly discourse | weight loss,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85120908291,SCOPUS_ID:85120908291,2-s2.0-85120908291,The tale of TILs in breast cancer: A report from The International Immuno-Oncology Biomarker Working Group,El Bairi K.,npj Breast Cancer,NA,23744677,7,1,NA,2021-12-01,01 December 2021,10.1038/s41523-021-00346-1,"The advent of immune-checkpoint inhibitors (ICI) in modern oncology has significantly improved survival in several cancer settings. A subgroup of women with breast cancer (BC) has immunogenic infiltration of lymphocytes with expression of programmed death-ligand 1 (PD-L1). These patients may potentially benefit from ICI targeting the programmed death 1 (PD-1)/PD-L1 signaling axis. The use of tumor-infiltrating lymphocytes (TILs) as predictive and prognostic biomarkers has been under intense examination. Emerging data suggest that TILs are associated with response to both cytotoxic treatments and immunotherapy, particularly for patients with triple-negative BC. In this review from The International Immuno-Oncology Biomarker Working Group, we discuss (a) the biological understanding of TILs, (b) their analytical and clinical validity and efforts toward the clinical utility in BC, and (c) the current status of PD-L1 and TIL testing across different continents, including experiences from low-to-middle-income countries, incorporating also the view of a patient advocate. This information will help set the stage for future approaches to optimize the understanding and clinical utilization of TIL analysis in patients with BC.",156,NA,Journal,re,Review,100,542,100,21100867475,RACP,P50 CA168504,Royal Australasian College of Physicians,1,TRUE,all,All Open Access,21,NA,150,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85120892161,SCOPUS_ID:85120892161,2-s2.0-85120892161,Association of low-frequency and rare coding variants with information processing speed,Bressler J.,Translational Psychiatry,NA,21583188,11,1,NA,2021-12-01,December 2021,10.1038/s41398-021-01736-6,"Measures of information processing speed vary between individuals and decline with age. Studies of aging twins suggest heritability may be as high as 67%. The Illumina HumanExome Bead Chip genotyping array was used to examine the association of rare coding variants with performance on the Digit-Symbol Substitution Test (DSST) in community-dwelling adults participating in the Cohorts for Heart and Aging Research in Genomic Epidemiology (CHARGE) Consortium. DSST scores were available for 30,576 individuals of European ancestry from nine cohorts and for 5758 individuals of African ancestry from four cohorts who were older than 45 years and free of dementia and clinical stroke. Linear regression models adjusted for age and gender were used for analysis of single genetic variants, and the T5, T1, and T01 burden tests that aggregate the number of rare alleles by gene were also applied. Secondary analyses included further adjustment for education. Meta-analyses to combine cohort-specific results were carried out separately for each ancestry group. Variants in RNF19A reached the threshold for statistical significance (p = 2.01 × 10−6) using the T01 test in individuals of European descent. RNF19A belongs to the class of E3 ubiquitin ligases that confer substrate specificity when proteins are ubiquitinated and targeted for degradation through the 26S proteasome. Variants in SLC22A7 and OR51A7 were suggestively associated with DSST scores after adjustment for education for African-American participants and in the European cohorts, respectively. Further functional characterization of its substrates will be required to confirm the role of RNF19A in cognitive function.",1,34864818,Journal,ar,Article,100,55,55,19900191866,JPND,R01AG033193,EU Joint Programme – Neurodegenerative Disease Research,1,TRUE,all,All Open Access,22,NA,613,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85120879073,SCOPUS_ID:85120879073,2-s2.0-85120879073,Visual Impairment and Objectively Measured Physical Activity in Middle-Aged and Older Adults,Cai Y.,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,10795006,1758535X,76,12,2194-2203,2021-12-01,1 December 2021,10.1093/gerona/glab103,"Background: Vision loss is associated with increased risk of falls and restricted physical activity, yet the relationship between multiple vision measures and objectively measured physical activity, especially activity patterns, in mid-to-late life is not well understood. Method: This study included 603 participants aged 50 years and older (mean age = 73.5) in the Baltimore Longitudinal Study of Aging who had the following assessments: presenting and best-corrected visual acuity, contrast sensitivity, visual fields, stereo acuity, and free-living physical activity using a wrist-worn ActiGraph accelerometer for 7 days. Linear regression models were used to examine the association between vision measures and daily activity counts, active minutes, and activity fragmentation (defined as an active-to-sedentary transition probability), adjusting for potential confounders. Mixed-effects models estimated differences in activity by time of day comparing those with and without each visual impairment. Results: In the fully adjusted model, worse presenting visual acuity, contrast sensitivity, and visual fields were associated with fewer activity counts, less active time, and more fragmented activity patterns (p <. 05 for all). Participants with presenting or best-corrected visual acuity impairment had 19.2 and 29.3 fewer active minutes (p =. 05 and p =. 03, respectively) per day. Visual field impairment was associated with 268 636 fewer activity counts (p =. 02), 46.2 fewer active minutes (p =. 02) per day, and 3% greater activity fragmentation (p =. 009). Differences in activity levels tended to be greatest from 6 am to 6 pm (p <. 05). Conclusions: Older adults with visual impairment have restricted and more fragmented patterns of daily activity. Longitudinal studies to quantify the long-term impacts of visual impairments on activity decline are warranted.",26,33837407,Journal,ar,Article,100,10,10,29559,NIA,K01AG052640,National Institute on Aging,0,FALSE,all,All Open Access,23,Accelerometry | Activity fragmentation | Epidemiology | Physical activity | Vision loss,NA,NA
