@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,article-number,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,prism:issn,prism:pageRange,pubmed-id
true,https://api.elsevier.com/content/abstract/scopus_id/85179726304,SCOPUS_ID:85179726304,2-s2.0-85179726304,ApoER2-Dab1 disruption as the origin of pTau-associated neurodegeneration in sporadic Alzheimer’s disease,Ramsden C.E.,Acta Neuropathologica Communications,20515960,11,1,2023-12-01,December 2023,10.1186/s40478-023-01693-9,NA,"In sporadic Alzheimer’s disease (sAD) specific regions, layers and neurons accumulate hyperphosphorylated Tau (pTau) and degenerate early while others remain unaffected even in advanced disease. ApoER2-Dab1 signaling suppresses Tau phosphorylation as part of a four-arm pathway that regulates lipoprotein internalization and the integrity of actin, microtubules, and synapses; however, the role of this pathway in sAD pathogenesis is not fully understood. We previously showed that multiple ApoER2-Dab1 pathway components including ApoE, Reelin, ApoER2, Dab1, pP85αTyr607, pLIMK1Thr508, pTauSer202/Thr205 and pPSD95Thr19 accumulate together within entorhinal-hippocampal terminal zones in sAD, and proposed a unifying hypothesis wherein disruption of this pathway underlies multiple aspects of sAD pathogenesis. However, it is not yet known whether ApoER2-Dab1 disruption can help explain the origin(s) and early progression of pTau pathology in sAD. In the present study, we applied in situ hybridization and immunohistochemistry (IHC) to characterize ApoER2 expression and accumulation of ApoER2-Dab1 pathway components in five regions known to develop early pTau pathology in 64 rapidly autopsied cases spanning the clinicopathological spectrum of sAD. We found that (1) these selectively vulnerable neuron populations strongly express ApoER2; and (2) multiple ApoER2-Dab1 components representing all four arms of this pathway accumulate in abnormal neurons and neuritic plaques in mild cognitive impairment (MCI) and sAD cases and correlate with histological progression and cognitive deficits. Multiplex-IHC revealed that Dab1, pP85αTyr607, pLIMK1Thr508, pTauSer202/Thr205 and pPSD95Thr19 accumulate together within many of the same ApoER2-expressing neurons and in the immediate vicinity of ApoE/ApoJ-enriched extracellular plaques. Collective findings reveal that pTau is only one of many ApoER2-Dab1 pathway components that accumulate in multiple neuroanatomical sites in the earliest stages of sAD and provide support for the concept that ApoER2-Dab1 disruption drives pTau-associated neurodegeneration in human sAD.",7,Journal,ar,Article,100,12,12,Alzheimer's disease | ApoE | ApoER2 | ApoJ | Dab1 | LIMK1 | P85α | PSD95 | Reelin | Tau,197,21100367530,NIH,P30 AG072946,National Institutes of Health,1,TRUE,all,All Open Access,11,NA,NA,38093390
true,https://api.elsevier.com/content/abstract/scopus_id/85178881020,SCOPUS_ID:85178881020,2-s2.0-85178881020,The Association of Loneliness with Diabetes Is Mediated by Physical Activity and BMI but Not Diet Quality,Kuczmarski M.F.,Nutrients,20726643,15,23,2023-12-01,December 2023,10.3390/nu15234923,NA,"Loneliness is considered a predictor of poor health through numerous pathways. Mediators of this association has not been extensively explored. The study objective was to determine if diet quality and physical activity are parallel mediators with body mass index (BMI) as the third mediator in the association of loneliness with diabetes. The sample, middle-aged and older African American and White adults, 36–77 years, participated in the second follow-up wave of the prospective Healthy Aging in Neighborhoods of Diversity across the Life Span study, 2013–2017. Loneliness was measured by the UCLA 3-item loneliness scale. Participants were categorized as not diabetic, pre-diabetic, or diabetic based on fasting blood glucose, self-reports, or taking medication for diabetes. The Mean Healthy Eating Index-2010 score was calculated from two 24 h dietary recalls collected using the USDA automated multiple pass method. Physical activity was derived from the Baecke questionnaire. The Hayes PROCESS macro, model #80, was used to perform the mediational analysis. Covariates were age, sex at birth, race, income, alcohol intake, and education. Loneliness was inversely and significantly associated with diet quality and physical activity. The only significant indirect path was loneliness > physical activity > BMI > diabetes. Better understanding of modifiable lifestyle behaviors when developing interventions may improve mental health, thereby improving health.",2,Journal,ar,Article,100,4,4,diabetes | diet quality | loneliness | physical activity,4923,19700188323,NIH,Z01-AG000513,National Institutes of Health,1,TRUE,all,All Open Access,12,NA,NA,38068781
true,https://api.elsevier.com/content/abstract/scopus_id/85178651564,SCOPUS_ID:85178651564,2-s2.0-85178651564,The Effect of the Human Brainstem Myelination on Gait Speed in Normative Aging,Akhonda M.A.B.S.,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,1758535X,78,12,2023-12-01,1 December 2023,10.1093/gerona/glad193,NA,"The brainstem functions as a relay and integrative brain center and plays an essential role in motor function. Whether brainstem tissue deterioration, including demyelination, affects motor function has not been studied. Understanding the potential relationship between brainstem demyelination and motor function may be useful for the early diagnosis of neurodegenerative diseases and to understand age-related gait impairments that have no apparent cause. In this work, we investigated the associations between rapid or usual gait speeds, as integrative measures of motor function, and cerebral myelin content. In 118 individuals (age 22–94 years) free of neurodegenerative diseases or cognitive impairment, myelin content was assessed as the myelin water fraction, a direct magnetic resonance imaging measure of myelin content, and longitudinal and transverse relaxation rates (R1 and R2), which are sensitive magnetic resonance imaging measures of myelin content. Our results indicate that participants with lower usual or rapid gait speed exhibited lower values of myelin water fraction and R1 in the main brainstem regions, which were more evident and statistically significant in the midbrain. In contrast, we found no significant associations between gait speeds and R2, an expected result because various physiological factors confound R2. These original findings provide evidence that the level of brainstem myelination may affect gait performance among cognitively unimpaired adults who are free from any clinically detectable neurodegenerative diseases. Further studies are needed to understand the longitudinal changes in brainstem myelination with aging and neurodegenerative diseases, including Alzheimer’s disease and Parkinson’s disease.",4,Journal,ar,Article,100,10,10,Aging | Brainstem | MRI | Myelin,NA,29559,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,13,10795006,2214-2221,37555749
true,https://api.elsevier.com/content/abstract/scopus_id/85178651475,SCOPUS_ID:85178651475,2-s2.0-85178651475,PTPA variants and the risk for Parkinson's disease in diverse ancestry populations,Ostrožovičová M.,Brain,14602156,146,12,2023-12-01,1 December 2023,10.1093/brain/awad247,NA,NA,0,Journal,le,Letter,100,7,7,NA,NA,14317,NIH,APVV-18-0547,National Institutes of Health,1,TRUE,all,All Open Access,14,00068950,e120-e124,37467482
true,https://api.elsevier.com/content/abstract/scopus_id/85178420560,SCOPUS_ID:85178420560,2-s2.0-85178420560,Inhibiting tau-induced elevated nSMase2 activity and ceramides is therapeutic in an Alzheimer’s disease mouse model,Tallon C.,Translational Neurodegeneration,20479158,12,1,2023-12-01,December 2023,10.1186/s40035-023-00383-9,NA,"Background: Cognitive decline in Alzheimer’s disease (AD) is associated with hyperphosphorylated tau (pTau) propagation between neurons along synaptically connected networks, in part via extracellular vesicles (EVs). EV biogenesis is triggered by ceramide enrichment at the plasma membrane from neutral sphingomyelinase2 (nSMase2)-mediated cleavage of sphingomyelin. We report, for the first time, that human tau expression elevates brain ceramides and nSMase2 activity. Methods: To determine the therapeutic benefit of inhibiting this elevation, we evaluated PDDC, the first potent, selective, orally bioavailable, and brain-penetrable nSMase2 inhibitor in the transgenic PS19 AD mouse model. Additionally, we directly evaluated the effect of PDDC on tau propagation in a mouse model where an adeno-associated virus (AAV) encoding P301L/S320F double mutant human tau was stereotaxically-injected unilaterally into the hippocampus. The contralateral transfer of the double mutant human tau to the dentate gyrus was monitored. We examined ceramide levels, histopathological changes, and pTau content within EVs isolated from the mouse plasma. Results: Similar to human AD, the PS19 mice exhibited increased brain ceramide levels and nSMase2 activity; both were completely normalized by PDDC treatment. The PS19 mice also exhibited elevated tau immunostaining, thinning of hippocampal neuronal cell layers, increased mossy fiber synaptophysin immunostaining, and glial activation, all of which were pathologic features of human AD. PDDC treatment reduced these changes. The plasma of PDDC-treated PS19 mice had reduced levels of neuronal- and microglial-derived EVs, the former carrying lower pTau levels, compared to untreated mice. In the tau propagation model, PDDC normalized the tau-induced increase in brain ceramides and significantly reduced the amount of tau propagation to the contralateral side. Conclusions: PDDC is a first-in-class therapeutic candidate that normalizes elevated brain ceramides and nSMase2 activity, leading to the slowing of tau spread in AD mice.",10,Journal,ar,Article,100,17,17,Alzheimer’s disease | Ceramide | Extracellular vesicles | Neutral sphingomyelinase 2 | Tau,56,21100256102,NIH,R01AG057420,National Institutes of Health,1,TRUE,all,All Open Access,15,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85178341883,SCOPUS_ID:85178341883,2-s2.0-85178341883,A multi-omics dataset for the analysis of frontotemporal dementia genetic subtypes,Menden K.,Scientific Data,20524463,10,1,2023-12-01,December 2023,10.1038/s41597-023-02598-x,NA,"Understanding the molecular mechanisms underlying frontotemporal dementia (FTD) is essential for the development of successful therapies. Systematic studies on human post-mortem brain tissue of patients with genetic subtypes of FTD are currently lacking. The Risk and Modyfing Factors of Frontotemporal Dementia (RiMod-FTD) consortium therefore has generated a multi-omics dataset for genetic subtypes of FTD to identify common and distinct molecular mechanisms disturbed in disease. Here, we present multi-omics datasets generated from the frontal lobe of post-mortem human brain tissue from patients with mutations in MAPT, GRN and C9orf72 and healthy controls. This data resource consists of four datasets generated with different technologies to capture the transcriptome by RNA-seq, small RNA-seq, CAGE-seq, and methylation profiling. We show concrete examples on how to use the resulting data and confirm current knowledge about FTD and identify new processes for further investigation. This extensive multi-omics dataset holds great value to reveal new research avenues for this devastating disease.",3,Journal,dp,Data Paper,100,20,20,NA,849,21100451321,KCL,undefined,King's College London,1,TRUE,all,All Open Access,16,NA,NA,38040703
true,https://api.elsevier.com/content/abstract/scopus_id/85178005119,SCOPUS_ID:85178005119,2-s2.0-85178005119,"Mitophagy in human health, ageing and disease",Picca A.,Nature Metabolism,25225812,5,12,2023-12-01,December 2023,10.1038/s42255-023-00930-8,NA,"Maintaining optimal mitochondrial function is a feature of health. Mitophagy removes and recycles damaged mitochondria and regulates the biogenesis of new, fully functional ones preserving healthy mitochondrial functions and activities. Preclinical and clinical studies have shown that impaired mitophagy negatively affects cellular health and contributes to age-related chronic diseases. Strategies to boost mitophagy have been successfully tested in model organisms, and, recently, some have been translated into clinics. In this Review, we describe the basic mechanisms of mitophagy and how mitophagy can be assessed in human blood, the immune system and tissues, including muscle, brain and liver. We outline mitophagy’s role in specific diseases and describe mitophagy-activating approaches successfully tested in humans, including exercise and nutritional and pharmacological interventions. We describe how mitophagy is connected to other features of ageing through general mechanisms such as inflammation and oxidative stress and forecast how strengthening research on mitophagy and mitophagy interventions may strongly support human health.",175,Journal,re,Review,100,5,5,NA,NA,21100932733,NIH,787702,National Institutes of Health,0,FALSE,NA,NA,17,NA,2047-2061,38036770
true,https://api.elsevier.com/content/abstract/scopus_id/85177875219,SCOPUS_ID:85177875219,2-s2.0-85177875219,Morbidity and mortality of acute heart failure patients stratified by mitral regurgitation in the Arabian Gulf: Observations from the Gulf acute heart failure registry (Gulf CARE),AlObaid L.,Heliyon,NA,9,12,2023-12-01,December 2023,10.1016/j.heliyon.2023.e22175,S2405844023093830,"This study aimed to evaluate the clinical outcomes of patients with acute heart failure (AHF) stratified by mitral regurgitation (MR) in the Arabian Gulf. Patients from the Gulf CARE registry were identified from 47 hospitals in seven Arabian Gulf countries (Yemen, Oman, Kuwait, Qatar, Bahrain, the United Arab Emirates, and Saudi Arabia) from February to November 2012. The cohort was stratified into two groups based on the presence of MR. Univariable and multivariable statistical analyses were performed. The population cohort included 5005 consecutive patients presenting with AHF, of whom 1491 (29.8 %) had concomitant MR. The mean age of patients with AHF and concomitant MR was 59.2 ± 14.9 years, and 63.1 % (n = 2886) were male. A total of 58.6 % (n = 2683) had heart failure (HF) with reduced ejection fraction (EF) (HFrEF), 21.0 % (n = 961) had HF with mildly reduced EF (HFmrEF), and 20.4 % (n = 932) had HF with preserved EF (HFpEF). Patients with MR had a lower haemoglobin (Hb) level (12.4 vs. 12.7 g/dL; p < 0.001), and a higher prevalence of left atrial enlargement (80.2 % vs. 55.1 %; p < 0.001), cardiogenic shock (9.7 % vs. 7.3 %; p = 0.006) and atrial fibrillation (7.6 % vs. 5.6 %; p = 0.006), and HFrEF (71.0 % vs. 52.6 %; P < 0.001). Multivariable analysis demonstrated that MR was independently associated with increased all-cause mortality at 1-year and 3-month HF rehospitalization [1-year all-cause mortality, adjusted odds ratio (aOR), 1.40; 95 % confidence interval (Cl): 1.13–1.74; p = 0.002; 3-month HF rehospitalization, aOR, 1.26; 95 % Cl: 1.06–1.49; p = 0.009]. In an Arabian Gulf cohort with AHF, concomitant MR was associated with an increased risk of 1-year mortality and 3-months HF rehospitalization.",0,Journal,ar,Article,100,23,23,Acute heart failure | HF rehospitalization | Mitral regurgitation | Mortality,e22175,21100411756,SHA,undefined,Saudi Heart Association,1,TRUE,all,All Open Access,18,24058440,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85177773794,SCOPUS_ID:85177773794,2-s2.0-85177773794,How is Big Data reshaping preclinical aging research?,Fernandez M.E.,Lab Animal,15484475,52,12,2023-12-01,December 2023,10.1038/s41684-023-01286-y,NA,"The exponential scientific and technological progress during the past 30 years has favored the comprehensive characterization of aging processes with their multivariate nature, leading to the advent of Big Data in preclinical aging research. Spanning from molecular omics to organism-level deep phenotyping, Big Data demands large computational resources for storage and analysis, as well as new analytical tools and conceptual frameworks to gain novel insights leading to discovery. Systems biology has emerged as a paradigm that utilizes Big Data to gain insightful information enabling a better understanding of living organisms, visualized as multilayered networks of interacting molecules, cells, tissues and organs at different spatiotemporal scales. In this framework, where aging, health and disease represent emergent states from an evolving dynamic complex system, context given by, for example, strain, sex and feeding times, becomes paramount for defining the biological trajectory of an organism. Using bioinformatics and artificial intelligence, the systems biology approach is leading to remarkable advances in our understanding of the underlying mechanism of aging biology and assisting in creative experimental study designs in animal models. Future in-depth knowledge acquisition will depend on the ability to fully integrate information from different spatiotemporal scales in organisms, which will probably require the adoption of theories and methods from the field of complex systems. Here we review state-of-the-art approaches in preclinical research, with a focus on rodent models, that are leading to conceptual and/or technical advances in leveraging Big Data to understand basic aging biology and its full translational potential.",3,Journal,re,Review,100,6,6,NA,NA,27232,NIA,undefined,National Institute on Aging,0,FALSE,NA,NA,19,00937355,289-314,38017182
true,https://api.elsevier.com/content/abstract/scopus_id/85177734249,SCOPUS_ID:85177734249,2-s2.0-85177734249,"Unbiased proteomics and multivariable regularized regression techniques identify SMOC1, NOG, APCS, and NTN1 in an Alzheimer’s disease brain proteomic signature",Roberts J.A.,npj Aging,27316068,9,1,2023-12-01,December 2023,10.1038/s41514-023-00112-6,NA,"Advancements in omics methodologies have generated a wealth of high-dimensional Alzheimer’s disease (AD) datasets, creating significant opportunities and challenges for data interpretation. In this study, we utilized multivariable regularized regression techniques to identify a reduced set of proteins that could discriminate between AD and cognitively normal (CN) brain samples. Utilizing eNetXplorer, an R package that tests the accuracy and significance of a family of elastic net generalized linear models, we identified 4 proteins (SMOC1, NOG, APCS, NTN1) that accurately discriminated between AD (n = 31) and CN (n = 22) middle frontal gyrus (MFG) tissue samples from Religious Orders Study participants with 83 percent accuracy. We then validated this signature in MFG samples from Baltimore Longitudinal Study of Aging participants using leave-one-out logistic regression cross-validation, finding that the signature again accurately discriminated AD (n = 31) and CN (n = 19) participants with a receiver operating characteristic curve area under the curve of 0.863. These proteins were strongly correlated with the burden of neurofibrillary tangle and amyloid pathology in both study cohorts. We additionally tested whether these proteins differed between AD and CN inferior temporal gyrus (ITG) samples and blood serum samples at the time of AD diagnosis in ROS and BLSA, finding that the proteins differed between AD and CN ITG samples but not in blood serum samples. The identified proteins may provide mechanistic insights into the pathophysiology of AD, and the methods utilized in this study may serve as the basis for further work with additional high-dimensional datasets in AD.",9,Journal,ar,Article,100,7,7,NA,18,21101188427,NIH,P30AG10161,National Institutes of Health,1,TRUE,all,All Open Access,20,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85176209200,SCOPUS_ID:85176209200,2-s2.0-85176209200,The relationship between synaptodendritic neuropathology and HIV-associated neurocognitive disorders is moderated by cognitive reserve,Fisher A.,Journal of NeuroVirology,15382443,29,6,2023-12-01,December 2023,10.1007/s13365-023-01177-5,NA,"We examined whether cognitive reserve moderated the relationship between neurodegeneration and cognition in 67 postmortem persons with HIV (PWH) who were cognitively assessed within 1 year of death. Cognitive reserve was measured via the Wide Range Achievement Test-4 reading subtest (WRAT4). Synaptodendritic neurodegeneration was based on densities of synaptophysin and microtubule-associated protein 2 immunohistochemical reactivity in frontal cortex, and categorized as minimal, moderate, or severe (tertile-split). T-Scores from 15 cognitive tests were averaged into a global cognitive T-score. Among those with low cognitive reserve (based on WRAT4 median split), the moderate neurodegeneration group showed cognition that was poorer than the minimal neurodegeneration group and comparable to the severe neurodegeneration group. Among those with high cognitive reserve, the moderate neurodegeneration group showed cognition comparable to the minimal neurodegeneration group and better than the severe neurodegeneration group. High cognitive reserve may buffer against cognitive impairment among PWH with moderate, but not severe, neurodegeneration.",0,Journal,ar,Article,100,8,8,Cognitive reserve | HAND | HIV | Neuropathology | Neuropsychology,NA,16785,NIH,HHSN271201000030C,National Institutes of Health,0,FALSE,NA,NA,21,13550284,713-722,37943478
true,https://api.elsevier.com/content/abstract/scopus_id/85176115441,SCOPUS_ID:85176115441,2-s2.0-85176115441,Intestinal microbiome and metabolome signatures in patients with chronic granulomatous disease,Chandrasekaran P.,Journal of Allergy and Clinical Immunology,10976825,152,6,2023-12-01,December 2023,10.1016/j.jaci.2023.07.022,S0091674923011016,"Background: Chronic granulomatous disease (CGD) is caused by defects in any 1 of the 6 subunits forming the nicotinamide adenine dinucleotide phosphate oxidase complex 2 (NOX2), leading to severely reduced or absent phagocyte-derived reactive oxygen species production. Almost 50% of patients with CGD have inflammatory bowel disease (CGD-IBD). While conventional IBD therapies can treat CGD-IBD, their benefits must be weighed against the risk of infection. Understanding the impact of NOX2 defects on the intestinal microbiota may lead to the identification of novel CGD-IBD treatments. Objective: We sought to identify microbiome and metabolome signatures that can distinguish individuals with CGD and CGD-IBD. Methods: We conducted a cross-sectional observational study of 79 patients with CGD, 8 pathogenic variant carriers, and 19 healthy controls followed at the National Institutes of Health Clinical Center. We profiled the intestinal microbiome (amplicon sequencing) and stool metabolome, and validated our findings in a second cohort of 36 patients with CGD recruited through the Primary Immune Deficiency Treatment Consortium. Results: We identified distinct intestinal microbiome and metabolome profiles in patients with CGD compared to healthy individuals. We observed enrichment for Erysipelatoclostridium spp, Sellimonas spp, and Lachnoclostridium spp in CGD stool samples. Despite differences in bacterial alpha and beta diversity between the 2 cohorts, several taxa correlated significantly between both cohorts. We further demonstrated that patients with CGD-IBD have a distinct microbiome and metabolome profile compared to patients without CGD-IBD. Conclusion: Intestinal microbiome and metabolome signatures distinguished patients with CGD and CGD-IBD, and identified potential biomarkers and therapeutic targets.",14,Journal,ar,Article,100,57,57,CGD | Chronic granulomatous disease | dysbiosis | IBD | inborn errors of immunity | inflammatory bowel disease | intestinal inflammation | metabolome | microbiome | NADPH oxidase | primary immune deficiency,NA,21267,USF,1U01AI126612-01A1,University of South Florida,1,TRUE,all,All Open Access,22,00916749,1619-1633.e11,37659505
true,https://api.elsevier.com/content/abstract/scopus_id/85176085624,SCOPUS_ID:85176085624,2-s2.0-85176085624,Long-Read Sequencing Resolves a Complex Structural Variant in PRKN Parkinson's Disease,Daida K.,Movement Disorders,15318257,38,12,2023-12-01,December 2023,10.1002/mds.29610,NA,"Background: Parkin RBR E3 ubiquitin-protein ligase (PRKN) mutations are the most common cause of young onset and autosomal recessive Parkinson's disease (PD). PRKN is located in FRA6E, which is one of the common fragile sites in the human genome, making this region prone to structural variants. However, complex structural variants such as inversions of PRKN are seldom reported, suggesting that there are potentially unrevealed complex pathogenic PRKN structural variants. Objectives: To identify complex structural variants in PRKN using long-read sequencing. Methods: We investigated the genetic cause of monozygotic twins presenting with a young onset dystonia-parkinsonism using targeted sequencing, whole exome sequencing, multiple ligation probe amplification, and long-read sequencing. We assessed the presence and frequency of complex inversions overlapping PRKN using whole-genome sequencing data of Accelerating Medicines Partnership Parkinson's disease (AMP-PD) and United Kingdom (UK)-Biobank datasets. Results: Multiple ligation probe amplification identified a heterozygous exon three deletion in PRKN and long-read sequencing identified a large novel inversion spanning over 7 Mb, including a large part of the coding DNA sequence of PRKN. We could diagnose the affected subjects as compound heterozygous carriers of PRKN. We analyzed whole genome sequencing data of 43,538 participants of the UK-Biobank and 4941 participants of the AMP-PD datasets. Nine inversions in the UK-Biobank and two in AMP PD were identified and were considered potentially damaging and likely to affect PRKN expression. Conclusions: This is the first report describing a large 7 Mb inversion involving breakpoints outside of PRKN. This study highlights the importance of using long-read sequencing for structural variant analysis in unresolved young-onset PD cases. © 2023 The Authors. Movement Disorders published by Wiley Periodicals LLC on behalf of International Parkinson and Movement Disorder Society. This article has been contributed to by U.S. Government employees and their work is in the public domain in the USA.",12,Journal,ar,Article,100,19,19,inversion | long-read sequencing | PARK2 | Parkinson's disease | structural variant,NA,17407,NIH,19ak0101112h0001,National Institutes of Health,1,TRUE,all,All Open Access,23,08853185,2249-2257,37926948
true,https://api.elsevier.com/content/abstract/scopus_id/85175719053,SCOPUS_ID:85175719053,2-s2.0-85175719053,Identification of circulating proteins associated with general cognitive function among middle-aged and older adults,Tin A.,Communications Biology,23993642,6,1,2023-12-01,December 2023,10.1038/s42003-023-05454-1,NA,"Identifying circulating proteins associated with cognitive function may point to biomarkers and molecular process of cognitive impairment. Few studies have investigated the association between circulating proteins and cognitive function. We identify 246 protein measures quantified by the SomaScan assay as associated with cognitive function (p < 4.9E-5, n up to 7289). Of these, 45 were replicated using SomaScan data, and three were replicated using Olink data at Bonferroni-corrected significance. Enrichment analysis linked the proteins associated with general cognitive function to cell signaling pathways and synapse architecture. Mendelian randomization analysis implicated higher levels of NECTIN2, a protein mediating viral entry into neuronal cells, with higher Alzheimer’s disease (AD) risk (p = 2.5E-26). Levels of 14 other protein measures were implicated as consequences of AD susceptibility (p < 2.0E-4). Proteins implicated as causes or consequences of AD susceptibility may provide new insight into the potential relationship between immunity and AD susceptibility as well as potential therapeutic targets.",9,Journal,ar,Article,100,57,57,NA,1117,21100924827,DZNE,BB/W008793/1,Université de Bordeaux,1,TRUE,all,All Open Access,24,NA,NA,37923804
